# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 1.9422002198823073e-04 2.8444107713509405e-03
0002 1.9421651164478734e-04 2.7062610831599392e-03
0003 1.9421303419817448e-04 2.5621892108858330e-03
0004 1.9420957767418817e-04 2.4154377297039508e-03
0005 1.9420613509519351e-04 2.2686851728549043e-03
0006 1.9420270242547015e-04 2.1240958963228960e-03
0007 1.9419927734896751e-04 1.9833779902393811e-03
0008 1.9419585854448993e-04 1.8478431884839518e-03
0009 1.9419244525727936e-04 1.7184638793551390e-03
0010 1.9418903704825476e-04 1.5959262898669441e-03
0011 1.9418563364839483e-04 1.4806785757494579e-03
0012 1.9418223487520866e-04 1.3729724472957142e-03
0013 1.9417884058665306e-04 1.2729001753404299e-03
0014 1.9417545065602179e-04 1.1804255021969617e-03
0015 1.9417206495915977e-04 1.0954105082337344e-03
0016 1.9416868336900176e-04 1.0176372025294956e-03
0017 1.9416530575366739e-04 9.4682630401337958e-04
0018 1.9416193197679401e-04 8.8265223690753443e-04
0019 1.9415856189828937e-04 8.2475597405654705e-04
0020 1.9415519537589670e-04 7.7275488607610372e-04
0021 1.9415183226669978e-04 7.2625152569097320e-04
0022 1.9414847242828887e-04 6.8484095353725928e-04
0023 1.9414511571992012e-04 6.4811703481409424e-04
0024 1.9414176200361518e-04 6.1567787141701843e-04
0025 1.9413841114460201e-04 5.8713097009491829e-04
0026 1.9413506301205153e-04 5.6209746004271270e-04
0027 1.9413171747937024e-04 5.4021602754879858e-04
0028 1.9412837442451441e-04 5.2114582656948168e-04
0029 1.9412503373027361e-04 5.0456926715856303e-04
0030 1.9412169528388050e-04 4.9019346992152843e-04
0031 1.9411835897758576e-04 4.7775087057856240e-04
0032 1.9411502470821577e-04 4.6699968863362430e-04
0033 1.9411169237730809e-04 4.5772333705739653e-04
0034 1.9410836189077840e-04 4.4972911323419611e-04
0035 1.9410503315901194e-04 4.4284682611832240e-04
0036 1.9410170609647325e-04 4.3692705871692595e-04
0037 1.9409838062183689e-04 4.3183907120644877e-04
0038 1.9409505665743794e-04 4.2746925238809614e-04
0039 1.9409173412936813e-04 4.2371893562040522e-04
0040 1.9408841296734319e-04 4.2050258751127423e-04
0041 1.9408509318367276e-04 4.1776540230961537e-04
0042 1.9408177453151474e-04 4.1539702367889480e-04
0043 1.9407845706113781e-04 4.1337249528319929e-04
0044 1.9407514071223504e-04 4.1164348651989615e-04
0045 1.9407182542784430e-04 4.1016834722503999e-04
0046 1.9406851115427446e-04 4.0891112093789867e-04
0047 1.9406519784049241e-04 4.0784115460593151e-04
0048 1.9406188543805123e-04 4.0693193564705508e-04
0049 1.9405857390072880e-04 4.0616040373192710e-04
0050 1.9405526318454498e-04 4.0550684687090736e-04
0051 1.9405195324752154e-04 4.0495432043868553e-04
0052 1.9404864404964361e-04 4.0448814483061814e-04
0053 1.9404533555250674e-04 4.0409587917470530e-04
0054 1.9404202771957168e-04 4.0376644811446454e-04
0055 1.9403872051580281e-04 4.0349063668052877e-04
0056 1.9403541390762918e-04 4.0326052166236571e-04
0057 1.9403210786291244e-04 4.0306922377785501e-04
0058 1.9402880235094757e-04 4.0291072947300287e-04
0059 1.9402549734217885e-04 4.0278019746682869e-04
0060 1.9402219280830032e-04 4.0267326770783391e-04
0061 1.9401888872205256e-04 4.0258635720181134e-04
0062 1.9401558505748203e-04 4.0251623866267025e-04
0063 1.9401228178943182e-04 4.0246035521523184e-04
0064 1.9400897889384046e-04 4.0241646941690525e-04
0065 1.9400567634752310e-04 4.0238271828459691e-04
0066 1.9400237412831077e-04 4.0235748216471256e-04
0067 1.9399907221466481e-04 4.0233936584711338e-04
0068 1.9399577058597771e-04 4.0232733553272716e-04
0069 1.9399246922260498e-04 4.0232033298536363e-04
0070 1.9398916810520059e-04 4.0231778522628522e-04
0071 1.9398586721548091e-04 4.0231879466371393e-04
0072 1.9398256653571256e-04 4.0232298902244390e-04
0073 1.9397926604883739e-04 4.0232981724538849e-04
0074 1.9397596573832718e-04 4.0233903333968625e-04
0075 1.9397266558833363e-04 4.0235012560933142e-04
0076 1.9396936558359511e-04 4.0236298751395556e-04
0077 1.9396606570931947e-04 4.0237733016929152e-04
0078 1.9396276595135025e-04 4.0239293445168569e-04
0079 1.9395946629572841e-04 4.0240978331788105e-04
0080 1.9395616672958181e-04 4.0242756998057073e-04
0081 1.9395286723983911e-04 4.0244638629723784e-04
0082 1.9394956781426998e-04 4.0246599535752634e-04
0083 1.9394626844103537e-04 4.0248644655424640e-04
0084 1.9394296910853529e-04 4.0250748033183672e-04
0085 1.9393966980579935e-04 4.0252914743088802e-04
0086 1.9393637052216831e-04 4.0255137959568942e-04
0087 1.9393307124712940e-04 4.0257424977004200e-04
0088 1.9392977197099550e-04 4.0259751023140322e-04
0089 1.9392647268400972e-04 4.0262124583104474e-04
0090 1.9392317337698953e-04 4.0264536686515423e-04
0091 1.9391987404088594e-04 4.0266994637741050e-04
0092 1.9391657466726444e-04 4.0269474711525241e-04
0093 1.9391327524761378e-04 4.0272002706552644e-04
0094 1.9390997577404509e-04 4.0274539182236934e-04
0095 1.9390667623880617e-04 4.0277115095915990e-04
0096 1.9390337663436802e-04 4.0279712457037597e-04
0097 1.9390007695365175e-04 4.0282321803667326e-04
0098 1.9389677718959986e-04 4.0284953152856210e-04
0099 1.9389347733563301e-04 4.0287595296379259e-04
0100 1.9389017738531054e-04 4.0290256582975730e-04
0101 1.9388687733237002e-04 4.0292928066241091e-04
0102 1.9388357717089222e-04 4.0295600845958811e-04
0103 1.9388027689519135e-04 4.0298280312898982e-04
0104 1.9387697649965536e-04 4.0300959995132524e-04
0105 1.9387367597893283e-04 4.0303651147478820e-04
0106 1.9387037532800732e-04 4.0306338648776757e-04
0107 1.9386707454183786e-04 4.0309022514055354e-04
0108 1.9386377361577356e-04 4.0311707103550141e-04
0109 1.9386047254526493e-04 4.0314382243536266e-04
0110 1.9385717132594391e-04 4.0317058227662763e-04
0111 1.9385386995354089e-04 4.0319724470291239e-04
0112 1.9385056842411523e-04 4.0322375832972402e-04
0113 1.9384726673383077e-04 4.0325019708381944e-04
0114 1.9384396487887213e-04 4.0327656690620508e-04
0115 1.9384066285578228e-04 4.0330286299038474e-04
0116 1.9383736066111920e-04 4.0332896032697370e-04
0117 1.9383405829174197e-04 4.0335493687758189e-04
0118 1.9383075574445774e-04 4.0338075411186025e-04
0119 1.9382745301621375e-04 4.0340648915116942e-04
0120 1.9382415010428124e-04 4.0343201114187335e-04
0121 1.9382084700592204e-04 4.0345731633472867e-04
