# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 1.0499870382458840e-04 2.2539982813663813e-03
0002 1.0499796966288712e-04 2.1310901035973243e-03
0003 1.0499724063026690e-04 2.0134820440887982e-03
0004 1.0499651520921303e-04 1.9007229621933056e-03
0005 1.0499579235753778e-04 1.7925001552709077e-03
0006 1.0499507136600457e-04 1.6885998566047858e-03
0007 1.0499435176148179e-04 1.5888756656038563e-03
0008 1.0499363323051509e-04 1.4932254766677542e-03
0009 1.0499291557418269e-04 1.4015749618513759e-03
0010 1.0499219866972871e-04 1.3138651098185624e-03
0011 1.0499148244888471e-04 1.2300443540838799e-03
0012 1.0499076687536765e-04 1.1500619291302471e-03
0013 1.0499005193744135e-04 1.0738638042206471e-03
0014 1.0498933763639108e-04 1.0013910697830575e-03
0015 1.0498862398473051e-04 9.3258014359715274e-04
0016 1.0498791099566782e-04 8.6735803082625164e-04
0017 1.0498719868773128e-04 8.0564735740045140e-04
0018 1.0498648707646311e-04 7.4736305965616772e-04
0019 1.0498577617864783e-04 6.9241672360582885e-04
0020 1.0498506600951515e-04 6.4071479453553244e-04
0021 1.0498435658014186e-04 5.9215993553638976e-04
0022 1.0498364790192893e-04 5.4665464961238639e-04
0023 1.0498293998268974e-04 5.0409973867692425e-04
0024 1.0498223282936656e-04 4.6439652664572177e-04
0025 1.0498152644550033e-04 4.2744675931775602e-04
0026 1.0498082083411582e-04 3.9315628529691096e-04
0027 1.0498011599618880e-04 3.6143325699854488e-04
0028 1.0497941193172765e-04 3.3219012457153695e-04
0029 1.0497870863973829e-04 3.0534253453167815e-04
0030 1.0497800611582038e-04 2.8081058753095606e-04
0031 1.0497730435731705e-04 2.5852057927858830e-04
0032 1.0497660336023480e-04 2.3840107484249197e-04
0033 1.0497590311857469e-04 2.2038173173128124e-04
0034 1.0497520362786537e-04 2.0439392004012566e-04
0035 1.0497450488057843e-04 1.9036390034170956e-04
0036 1.0497380687078231e-04 1.7821319467185566e-04
0037 1.0497310959201125e-04 1.6785167121622426e-04
0038 1.0497241303654047e-04 1.5917667635647242e-04
0039 1.0497171719709968e-04 1.5206945572525474e-04
0040 1.0497102206586764e-04 1.4639641216942383e-04
0041 1.0497032763564140e-04 1.4201098587377596e-04
0042 1.0496963389805546e-04 1.3875767586784171e-04
0043 1.0496894084658452e-04 1.3647843730409128e-04
0044 1.0496824847194975e-04 1.3501871763259919e-04
0045 1.0496755676703060e-04 1.3423278294806386e-04
0046 1.0496686572416294e-04 1.3398775536878400e-04
0047 1.0496617533546076e-04 1.3416623697110383e-04
0048 1.0496548559334809e-04 1.3466716478767444e-04
0049 1.0496479649004828e-04 1.3540546148906052e-04
0050 1.0496410801788368e-04 1.3631104152389656e-04
0051 1.0496342016999017e-04 1.3732701503670533e-04
0052 1.0496273293758895e-04 1.3840832503421953e-04
0053 1.0496204631484804e-04 1.3951926472211270e-04
0054 1.0496136029372746e-04 1.4063272963030316e-04
0055 1.0496067486689193e-04 1.4172800576058879e-04
0056 1.0495999002825894e-04 1.4278987775181347e-04
0057 1.0495930577051546e-04 1.4380794412282837e-04
0058 1.0495862208642325e-04 1.4477463480914982e-04
0059 1.0495793896917985e-04 1.4568551866185337e-04
0060 1.0495725641290652e-04 1.4653763723690666e-04
0061 1.0495657441100536e-04 1.4733041839470851e-04
0062 1.0495589295616965e-04 1.4806449630196868e-04
0063 1.0495521204365474e-04 1.4874075244345738e-04
0064 1.0495453166490504e-04 1.4936171311536627e-04
0065 1.0495385181601361e-04 1.4992877927482844e-04
0066 1.0495317249008180e-04 1.5044542125324361e-04
0067 1.0495249368088816e-04 1.5091450258416738e-04
0068 1.0495181538298032e-04 1.5133861668346937e-04
0069 1.0495113759016801e-04 1.5172102998189382e-04
0070 1.0495046029790769e-04 1.5206466817395829e-04
0071 1.0494978349961469e-04 1.5237229838618499e-04
0072 1.0494910718968314e-04 1.5264685437526619e-04
0073 1.0494843136363723e-04 1.5289092567760074e-04
0074 1.0494775601524524e-04 1.5310709145984960e-04
0075 1.0494708113952722e-04 1.5329765012594488e-04
0076 1.0494640673112605e-04 1.5346475840894035e-04
0077 1.0494573278507517e-04 1.5361014820473119e-04
0078 1.0494505929823605e-04 1.5373663177260154e-04
0079 1.0494438626297598e-04 1.5384533375295418e-04
0080 1.0494371367435526e-04 1.5393814100875052e-04
0081 1.0494304153009353e-04 1.5401644493698234e-04
0082 1.0494236982365828e-04 1.5408146008666766e-04
0083 1.0494169855013246e-04 1.5413470190590815e-04
0084 1.0494102770618272e-04 1.5417701155237066e-04
0085 1.0494035728575013e-04 1.5420995838052708e-04
0086 1.0493968728598902e-04 1.5423372694042364e-04
0087 1.0493901770165586e-04 1.5425000066501718e-04
0088 1.0493834852800387e-04 1.5425918066823866e-04
0089 1.0493767976167883e-04 1.5426190077609365e-04
0090 1.0493701139811309e-04 1.5425882853742001e-04
0091 1.0493634343264188e-04 1.5425089119962580e-04
0092 1.0493567586156261e-04 1.5423818672786997e-04
0093 1.0493500868102593e-04 1.5422131106209978e-04
0094 1.0493434188611181e-04 1.5420081314038766e-04
0095 1.0493367547450384e-04 1.5417653935973608e-04
0096 1.0493300944049590e-04 1.5414968714724347e-04
0097 1.0493234378167548e-04 1.5411986474193128e-04
0098 1.0493167849281459e-04 1.5408775916522503e-04
0099 1.0493101357170230e-04 1.5405322365014644e-04
0100 1.0493034901364707e-04 1.5401712865280228e-04
0101 1.0492968481576975e-04 1.5397897621757708e-04
0102 1.0492902097302118e-04 1.5393966448090733e-04
0103 1.0492835748275369e-04 1.5389862780275718e-04
0104 1.0492769434208880e-04 1.5385617168500740e-04
0105 1.0492703154675896e-04 1.5381279200747411e-04
0106 1.0492636909276318e-04 1.5376862918731426e-04
0107 1.0492570697805049e-04 1.5372303945788990e-04
0108 1.0492504519842858e-04 1.5367676285294376e-04
0109 1.0492438375060768e-04 1.5362985168870347e-04
0110 1.0492372263152157e-04 1.5358218471813595e-04
0111 1.0492306183724284e-04 1.5353393700087830e-04
0112 1.0492240136647495e-04 1.5348463036598994e-04
0113 1.0492174121366578e-04 1.5343536146356657e-04
0114 1.0492108137751815e-04 1.5338541232906412e-04
0115 1.0492042185462615e-04 1.5333514292396373e-04
0116 1.0491976264003201e-04 1.5328501213471909e-04
0117 1.0491910373327585e-04 1.5323378548964453e-04
0118 1.0491844513061093e-04 1.5318235839871557e-04
0119 1.0491778682857625e-04 1.5313102917378929e-04
0120 1.0491712882424194e-04 1.5307944192936748e-04
0121 1.0491647111559472e-04 1.5302745236292985e-04
0122 1.0491581369859229e-04 1.5297551053727713e-04
0123 1.0491515657166990e-04 1.5292309075376731e-04
0124 1.0491449973119752e-04 1.5287069081017327e-04
0125 1.0491384317487269e-04 1.5281813709080278e-04
0126 1.0491318689961581e-04 1.5276561550705718e-04
0127 1.0491253090362042e-04 1.5271266500683874e-04
0128 1.0491187518266474e-04 1.5266014092251212e-04
0129 1.0491121973566154e-04 1.5260711965810184e-04
0130 1.0491056455897562e-04 1.5255411049167701e-04
0131 1.0490990965158006e-04 1.5250112561388855e-04
0132 1.0490925500908750e-04 1.5244843590515996e-04
0133 1.0490860062933761e-04 1.5239554068958300e-04
0134 1.0490794651093157e-04 1.5234235834944148e-04
0135 1.0490729265118695e-04 1.5228913172093427e-04
0136 1.0490663904671676e-04 1.5223622656198265e-04
0137 1.0490598569627020e-04 1.5218321194731746e-04
0138 1.0490533259635315e-04 1.5213032535782374e-04
0139 1.0490467974543763e-04 1.5207740592913387e-04
0140 1.0490402714136709e-04 1.5202444300939954e-04
0141 1.0490337478120537e-04 1.5197163622207829e-04
0142 1.0490272266334173e-04 1.5191892048214037e-04
0143 1.0490207078533317e-04 1.5186616320685353e-04
0144 1.0490141914479293e-04 1.5181372337687226e-04
0145 1.0490076773962871e-04 1.5176132838355466e-04
0146 1.0490011656719638e-04 1.5170922466356554e-04
0147 1.0489946562702556e-04 1.5165668296121846e-04
0148 1.0489881491474796e-04 1.5160481430372374e-04
0149 1.0489816442997353e-04 1.5155264828842715e-04
0150 1.0489751416971991e-04 1.5150068301467121e-04
0151 1.0489686413288151e-04 1.5144884808855874e-04
0152 1.0489621431695286e-04 1.5139712683342850e-04
0153 1.0489556471952719e-04 1.5134579923827872e-04
0154 1.0489491533870304e-04 1.5129464000669034e-04
0155 1.0489426617307550e-04 1.5124339897833706e-04
0156 1.0489361722087627e-04 1.5119210502799154e-04
0157 1.0489296847926578e-04 1.5114131031983112e-04
0158 1.0489231994689157e-04 1.5109049693020062e-04
0159 1.0489167162220368e-04 1.5103965817422999e-04
0160 1.0489102350277244e-04 1.5098909270182736e-04
0161 1.0489037558713086e-04 1.5093850284170850e-04
0162 1.0488972787378539e-04 1.5088806713632491e-04
0163 1.0488908036104931e-04 1.5083796953377772e-04
0164 1.0488843304559800e-04 1.5078846954590680e-04
0165 1.0488778592761527e-04 1.5073887748644408e-04
0166 1.0488713900364354e-04 1.5068948054056862e-04
0167 1.0488649227359958e-04 1.5063988391409989e-04
0168 1.0488584573552211e-04 1.5059064798356148e-04
0169 1.0488519938684550e-04 1.5054182655174829e-04
0170 1.0488455322613920e-04 1.5049320388712728e-04
0171 1.0488390725241570e-04 1.5044446924011197e-04
0172 1.0488326146364493e-04 1.5039601735975075e-04
0173 1.0488261585806731e-04 1.5034777373328841e-04
0174 1.0488197043448158e-04 1.5029968428095807e-04
0175 1.0488132519151802e-04 1.5025155028830115e-04
0176 1.0488068012683102e-04 1.5020370054013744e-04
0177 1.0488003523992778e-04 1.5015587448407710e-04
0178 1.0487939052848438e-04 1.5010854303175211e-04
0179 1.0487874599128104e-04 1.5006135464000844e-04
0180 1.0487810162688512e-04 1.5001441620833463e-04
0181 1.0487745743361423e-04 1.4996771459813266e-04
0182 1.0487681340990989e-04 1.4992104960398454e-04
0183 1.0487616955542332e-04 1.4987447664137612e-04
0184 1.0487552586704146e-04 1.4982810576387047e-04
0185 1.0487488234535562e-04 1.4978175675832802e-04
0186 1.0487423898738983e-04 1.4973592836536932e-04
0187 1.0487359579199352e-04 1.4969020761759278e-04
0188 1.0487295275894061e-04 1.4964444425399285e-04
0189 1.0487230988532704e-04 1.4959926620917137e-04
0190 1.0487166717148239e-04 1.4955404590639076e-04
0191 1.0487102461403431e-04 1.4950937612015646e-04
0192 1.0487038221340985e-04 1.4946443481836941e-04
0193 1.0486973996759906e-04 1.4941990947938696e-04
0194 1.0486909787624076e-04 1.4937543517480357e-04
0195 1.0486845593662207e-04 1.4933116772061333e-04
0196 1.0486781414882259e-04 1.4928720672896984e-04
0197 1.0486717251006614e-04 1.4924337400308731e-04
0198 1.0486653102141851e-04 1.4919955262148561e-04
0199 1.0486588967964931e-04 1.4915612238051496e-04
0200 1.0486524848450648e-04 1.4911286516153553e-04
0201 1.0486460743421158e-04 1.4906986045914430e-04
0202 1.0486396652830961e-04 1.4902685339408610e-04
0203 1.0486332576548947e-04 1.4898410045010834e-04
0204 1.0486268514376988e-04 1.4894167582984831e-04
0205 1.0486204466375663e-04 1.4889913892502982e-04
0206 1.0486140432251546e-04 1.4885716879011357e-04
0207 1.0486076411965836e-04 1.4881522714610827e-04
0208 1.0486012405484150e-04 1.4877339315361735e-04
0209 1.0485948412585558e-04 1.4873189138844503e-04
0210 1.0485884433202563e-04 1.4869077714593359e-04
0211 1.0485820467228702e-04 1.4864951936569213e-04
0212 1.0485756514573424e-04 1.4860841177311476e-04
0213 1.0485692575116743e-04 1.4856735370680148e-04
0214 1.0485628648800227e-04 1.4852642118266918e-04
0215 1.0485564735455539e-04 1.4848599980890010e-04
0216 1.0485500834976806e-04 1.4844557071079048e-04
0217 1.0485436947390173e-04 1.4840518763862141e-04
0218 1.0485373072443216e-04 1.4836529615883868e-04
0219 1.0485309210209487e-04 1.4832557951682671e-04
0220 1.0485245360316172e-04 1.4828646427419127e-04
0221 1.0485181522954682e-04 1.4824690259135668e-04
0222 1.0485117697853239e-04 1.4820784048226300e-04
0223 1.0485053884945167e-04 1.4816880354726026e-04
0224 1.0484990084235232e-04 1.4812979194098462e-04
0225 1.0484926295557592e-04 1.4809095979229043e-04
0226 1.0484862518903121e-04 1.4805237602427232e-04
0227 1.0484798754014759e-04 1.4801429440673342e-04
0228 1.0484735000901478e-04 1.4797632646803627e-04
0229 1.0484671259493807e-04 1.4793843099737624e-04
0230 1.0484607529640598e-04 1.4790078369106600e-04
0231 1.0484543811337944e-04 1.4786306613398040e-04
0232 1.0484480104448027e-04 1.4782566185325092e-04
0233 1.0484416408832290e-04 1.4778847012733790e-04
0234 1.0484352724574000e-04 1.4775110806221917e-04
0235 1.0484289051437860e-04 1.4771423173966458e-04
0236 1.0484225389373953e-04 1.4767759468744518e-04
0237 1.0484161738366114e-04 1.4764101795858214e-04
0238 1.0484098098229592e-04 1.4760484048937855e-04
0239 1.0484034468939670e-04 1.4756878370079772e-04
0240 1.0483970850446231e-04 1.4753280532899270e-04
0241 1.0483907242636526e-04 1.4749702020201732e-04
0242 1.0483843645388733e-04 1.4746152415617014e-04
0243 1.0483780058705093e-04 1.4742603480555089e-04
0244 1.0483716482434937e-04 1.4739068677869921e-04
0245 1.0483652916593885e-04 1.4735554059543097e-04
0246 1.0483589360991168e-04 1.4732065565714530e-04
0247 1.0483525815674137e-04 1.4728570662781798e-04
0248 1.0483462280462793e-04 1.4725114198888318e-04
0249 1.0483398755354837e-04 1.4721669232882752e-04
0250 1.0483335240232075e-04 1.4718247935267148e-04
0251 1.0483271735031092e-04 1.4714833586931283e-04
