# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 1.1729568494703704e-04 1.9655782079348711e-03
0002 1.1729491921020064e-04 1.8594647405258109e-03
0003 1.1729415765024547e-04 1.7577796072702951e-03
0004 1.1729339875858465e-04 1.6601618293886347e-03
0005 1.1729264151516517e-04 1.5663661225572782e-03
0006 1.1729188524457801e-04 1.4762283960713899e-03
0007 1.1729112951254546e-04 1.3896390549213134e-03
0008 1.1729037405353483e-04 1.3065245466902663e-03
0009 1.1728961871821588e-04 1.2268326532222555e-03
0010 1.1728886343647779e-04 1.1505224451644970e-03
0011 1.1728810819140964e-04 1.0775574324060778e-03
0012 1.1728735300022354e-04 1.0079002211658831e-03
0013 1.1728659790163959e-04 9.4150986892726943e-04
0014 1.1728584294679419e-04 8.7833999779157452e-04
0015 1.1728508819289949e-04 8.1833758530736424e-04
0016 1.1728433369794429e-04 7.6144302476642773e-04
0017 1.1728357952044519e-04 7.0759020428156564e-04
0018 1.1728282571492988e-04 6.5670727111441789e-04
0019 1.1728207233226428e-04 6.0871722560809302e-04
0020 1.1728131941864791e-04 5.6353889631072099e-04
0021 1.1728056701557053e-04 5.2108799975318057e-04
0022 1.1727981515973930e-04 4.8127810119510245e-04
0023 1.1727906388297817e-04 4.4402152617345556e-04
0024 1.1727831321289660e-04 4.0923056990308854e-04
0025 1.1727756317278055e-04 3.7681813826693968e-04
0026 1.1727681378225131e-04 3.4669886917843191e-04
0027 1.1727606505731710e-04 3.1878957914719227e-04
0028 1.1727531701080231e-04 2.9301016036761298e-04
0029 1.1727456965293416e-04 2.6928412159359761e-04
0030 1.1727382299114259e-04 2.4753850911722424e-04
0031 1.1727307703077698e-04 2.2770429603878101e-04
0032 1.1727233177502393e-04 2.0971576656429752e-04
0033 1.1727158722559234e-04 1.9351005923983879e-04
0034 1.1727084338242677e-04 1.7902562462354679e-04
0035 1.1727010024415954e-04 1.6620037345754820e-04
0036 1.1726935780842916e-04 1.5496947119669486e-04
0037 1.1726861607166724e-04 1.4526232282328981e-04
0038 1.1726787502970256e-04 1.3700003048439848e-04
0039 1.1726713467737789e-04 1.3009295090865507e-04
0040 1.1726639500918644e-04 1.2443979195913990e-04
0041 1.1726565601889574e-04 1.1992792711515107e-04
0042 1.1726491770000149e-04 1.1643577117188063e-04
0043 1.1726418004542018e-04 1.1383647583785067e-04
0044 1.1726344304814730e-04 1.1200264049683207e-04
0045 1.1726270670058670e-04 1.1081083827259941e-04
0046 1.1726197099537209e-04 1.1014573372016387e-04
0047 1.1726123592468705e-04 1.0990288390665462e-04
0048 1.1726050148075822e-04 1.0999041582574850e-04
0049 1.1725976765583243e-04 1.1032949341354233e-04
0050 1.1725903444198240e-04 1.1085395064103929e-04
0051 1.1725830183149046e-04 1.1150928482836126e-04
0052 1.1725756981649583e-04 1.1225142973929305e-04
0053 1.1725683838929906e-04 1.1304530925831154e-04
0054 1.1725610754216206e-04 1.1386346630839564e-04
0055 1.1725537726756264e-04 1.1468475966117340e-04
0056 1.1725464755791652e-04 1.1549327762884106e-04
0057 1.1725391840591775e-04 1.1627726615831969e-04
0058 1.1725318980421780e-04 1.1702839378451143e-04
0059 1.1725246174557256e-04 1.1774101282200955e-04
0060 1.1725173422300152e-04 1.1841148515567815e-04
0061 1.1725100722954185e-04 1.1903790161397089e-04
0062 1.1725028075834021e-04 1.1961960531274353e-04
0063 1.1724955480262719e-04 1.2015687440402201e-04
0064 1.1724882935593994e-04 1.2065064953708725e-04
0065 1.1724810441169328e-04 1.2110245996078096e-04
0066 1.1724737996358491e-04 1.2151412912210997e-04
0067 1.1724665600539372e-04 1.2188771620943278e-04
0068 1.1724593253096404e-04 1.2222545535476914e-04
0069 1.1724520953456496e-04 1.2252954349438908e-04
0070 1.1724448700990479e-04 1.2280244590767239e-04
0071 1.1724376495164091e-04 1.2304623978293317e-04
0072 1.1724304335389934e-04 1.2326324430304150e-04
0073 1.1724232221124885e-04 1.2345552832485483e-04
0074 1.1724160151813425e-04 1.2362518074952812e-04
0075 1.1724088126940802e-04 1.2377401711571683e-04
0076 1.1724016145965451e-04 1.2390390939151014e-04
0077 1.1723944208401467e-04 1.2401642755028921e-04
0078 1.1723872313720274e-04 1.2411329626499254e-04
0079 1.1723800461451093e-04 1.2419580677250174e-04
0080 1.1723728651087255e-04 1.2426537813420800e-04
0081 1.1723656882175618e-04 1.2432316660770885e-04
0082 1.1723585154246928e-04 1.2437036381026233e-04
0083 1.1723513466835112e-04 1.2440798722385010e-04
0084 1.1723441819494784e-04 1.2443699763988828e-04
0085 1.1723370211788410e-04 1.2445820391759739e-04
0086 1.1723298643270506e-04 1.2447246897589033e-04
0087 1.1723227113524107e-04 1.2448042912797504e-04
0088 1.1723155622136519e-04 1.2448271661038890e-04
0089 1.1723084168686265e-04 1.2447995769243573e-04
0090 1.1723012752770704e-04 1.2447268714385992e-04
0091 1.1722941373993547e-04 1.2446133983055058e-04
0092 1.1722870031952550e-04 1.2444637865915338e-04
0093 1.1722798726293402e-04 1.2442806213534688e-04
0094 1.1722727456602253e-04 1.2440691459662145e-04
0095 1.1722656222527352e-04 1.2438311892072761e-04
0096 1.1722585023700789e-04 1.2435698759700412e-04
0097 1.1722513859748149e-04 1.2432882332974774e-04
0098 1.1722442730325505e-04 1.2429876056462393e-04
0099 1.1722371635087262e-04 1.2426703063917171e-04
0100 1.1722300573672755e-04 1.2423388282414632e-04
0101 1.1722229545760128e-04 1.2419932300842230e-04
0102 1.1722158551006939e-04 1.2416357465046612e-04
0103 1.1722087589093086e-04 1.2412674347585855e-04
0104 1.1722016659688672e-04 1.2408898894178343e-04
0105 1.1721945762463256e-04 1.2405043289733387e-04
0106 1.1721874897114738e-04 1.2401108464149885e-04
0107 1.1721804063342341e-04 1.2397102894033470e-04
0108 1.1721733260821481e-04 1.2393042109430752e-04
0109 1.1721662489260975e-04 1.2388927503218430e-04
0110 1.1721591748360073e-04 1.2384765702675086e-04
0111 1.1721521037832458e-04 1.2380558235809753e-04
0112 1.1721450357385873e-04 1.2376312372033412e-04
0113 1.1721379706741373e-04 1.2372030791776197e-04
0114 1.1721309085617979e-04 1.2367717743672922e-04
0115 1.1721238493730867e-04 1.2363382560978391e-04
0116 1.1721167930817362e-04 1.2359020767488106e-04
0117 1.1721097396607284e-04 1.2354636840199105e-04
0118 1.1721026890832810e-04 1.2350234440795257e-04
0119 1.1720956413241265e-04 1.2345813071869724e-04
0120 1.1720885963565927e-04 1.2341379566167094e-04
0121 1.1720815541559570e-04 1.2336931992686770e-04
0122 1.1720745146965392e-04 1.2332475494836059e-04
0123 1.1720674779545013e-04 1.2328007318551226e-04
0124 1.1720604439055535e-04 1.2323530068593453e-04
0125 1.1720534125244225e-04 1.2319051809359756e-04
0126 1.1720463837883817e-04 1.2314567971686687e-04
0127 1.1720393576735402e-04 1.2310078369073005e-04
0128 1.1720323341588415e-04 1.2305583802541087e-04
0129 1.1720253132186932e-04 1.2301092822776093e-04
0130 1.1720182948320836e-04 1.2296599513875439e-04
0131 1.1720112789767950e-04 1.2292107057371735e-04
0132 1.1720042656311637e-04 1.2287614578629743e-04
0133 1.1719972547731452e-04 1.2283126172307781e-04
0134 1.1719902463820996e-04 1.2278641140740809e-04
0135 1.1719832404369544e-04 1.2274159734766276e-04
0136 1.1719762369156874e-04 1.2269686571551451e-04
0137 1.1719692358003352e-04 1.2265212050257166e-04
0138 1.1719622370688066e-04 1.2260746920273385e-04
0139 1.1719552407018991e-04 1.2256288836451696e-04
0140 1.1719482466797317e-04 1.2251838390110482e-04
0141 1.1719412549835216e-04 1.2247394940897644e-04
0142 1.1719342655934327e-04 1.2242962425595475e-04
0143 1.1719272784908242e-04 1.2238537364401528e-04
0144 1.1719202936579494e-04 1.2234119817456081e-04
0145 1.1719133110742277e-04 1.2229718664030783e-04
0146 1.1719063307241085e-04 1.2225321861209475e-04
0147 1.1718993525873946e-04 1.2220939022650521e-04
0148 1.1718923766489463e-04 1.2216560011949095e-04
0149 1.1718854028897279e-04 1.2212195635595300e-04
0150 1.1718784312920710e-04 1.2207847234446217e-04
0151 1.1718714618391353e-04 1.2203511405636425e-04
0152 1.1718644945155287e-04 1.2199183488753926e-04
0153 1.1718575293027787e-04 1.2194872631317014e-04
0154 1.1718505661861297e-04 1.2190571375371528e-04
0155 1.1718436051486890e-04 1.2186284622342729e-04
0156 1.1718366461738579e-04 1.2182014843294769e-04
0157 1.1718296892470561e-04 1.2177756900559467e-04
0158 1.1718227343516401e-04 1.2173515854010787e-04
0159 1.1718157814726814e-04 1.2169285692015364e-04
