# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 1.9598299037272625e-04 1.7114398146351257e-02
0002 1.9597960864876462e-04 1.5502365477111828e-02
0003 1.9597626545229615e-04 1.4039763576211615e-02
0004 1.9597294754425791e-04 1.2712796183805551e-02
0005 1.9596964703633187e-04 1.1509043621208800e-02
0006 1.9596635916817556e-04 1.0417290823599216e-02
0007 1.9596308101097772e-04 9.4273844526373204e-03
0008 1.9595981071039560e-04 8.5301138248054832e-03
0009 1.9595654704368350e-04 7.7171098594308448e-03
0010 1.9595328916110084e-04 6.9807590098255991e-03
0011 1.9595003643489042e-04 6.3141286605409410e-03
0012 1.9594678837165036e-04 5.7109021980475917e-03
0013 1.9594354456151087e-04 5.1653222583103748e-03
0014 1.9594030464878341e-04 4.6721399979259117e-03
0015 1.9593706831530730e-04 4.2265700785455908e-03
0016 1.9593383527078515e-04 3.8242502045259873e-03
0017 1.9593060524733123e-04 3.4612047963458958e-03
0018 1.9592737799635951e-04 3.1338116311941232e-03
0019 1.9592415328640320e-04 2.8387720622527852e-03
0020 1.9592093090214268e-04 2.5730830756951649e-03
0021 1.9591771064319968e-04 2.3340125230671711e-03
0022 1.9591449232350707e-04 2.1190755727587040e-03
0023 1.9591127577056695e-04 1.9260136054472402e-03
0024 1.9590806082460532e-04 1.7527743283465716e-03
0025 1.9590484733807289e-04 1.5974934589079108e-03
0026 1.9590163497854344e-04 1.4584237903108187e-03
0027 1.9589842406386506e-04 1.3341893481504904e-03
0028 1.9589521421785864e-04 1.2232587598749211e-03
0029 1.9589200533796320e-04 1.1243716273397972e-03
0030 1.9588879732947964e-04 1.0363787481161375e-03
0031 1.9588559010501246e-04 9.5823117882558133e-04
0032 1.9588238358415552e-04 8.8897078575731446e-04
0033 1.9587917769289587e-04 8.2772101027503550e-04
0034 1.9587597236335954e-04 7.7367878429950260e-04
0035 1.9587276753324284e-04 7.2610748901353196e-04
0036 1.9586956314545333e-04 6.8433113936585029e-04
0037 1.9586635914767912e-04 6.4772929823486594e-04
0038 1.9586315549213661e-04 6.1573290526518087e-04
0039 1.9585995213498752e-04 5.8782138649709158e-04
0040 1.9585674903625959e-04 5.6351979012984627e-04
0041 1.9585354615934465e-04 5.4239676462385100e-04
0042 1.9585034347077823e-04 5.2406222222197481e-04
0043 1.9584714094002061e-04 5.0816557057467235e-04
0044 1.9584393853916329e-04 4.9439344949841861e-04
0045 1.9584073624253503e-04 4.8246752523045569e-04
0046 1.9583753402712726e-04 4.7214202258751925e-04
0047 1.9583433187138851e-04 4.6320101917834706e-04
0048 1.9583112975592553e-04 4.5545582353224745e-04
0049 1.9582792766292622e-04 4.4874219635968157e-04
0050 1.9582472557611377e-04 4.4291787075353555e-04
0051 1.9582152348068823e-04 4.3785995837660694e-04
0052 1.9581832136298576e-04 4.3346266412455100e-04
0053 1.9581511921060730e-04 4.2963481464034495e-04
0054 1.9581191701219890e-04 4.2629827046236705e-04
0055 1.9580871475725889e-04 4.2338605308928117e-04
0056 1.9580551243633998e-04 4.2084054435942387e-04
0057 1.9580231004072358e-04 4.1861259497377859e-04
0058 1.9579910756233483e-04 4.1665983783391270e-04
0059 1.9579590499395338e-04 4.1494604207241773e-04
0060 1.9579270232879980e-04 4.1344000730570140e-04
0061 1.9578949956069886e-04 4.1211495845724802e-04
0062 1.9578629668401455e-04 4.1094780825165202e-04
0063 1.9578309369360053e-04 4.0991862439210703e-04
0064 1.9577989058468091e-04 4.0901029067539642e-04
0065 1.9577668735288364e-04 4.0820790734471109e-04
0066 1.9577348399416454e-04 4.0749859398522370e-04
0067 1.9577028050486489e-04 4.0687113830693020e-04
0068 1.9576707688157780e-04 4.0631581335695847e-04
0069 1.9576387312120750e-04 4.0582417194315182e-04
0070 1.9576066922082113e-04 4.0538884156728251e-04
0071 1.9575746517787239e-04 4.0500326773845632e-04
0072 1.9575426098986660e-04 4.0466182435483072e-04
0073 1.9575105665457088e-04 4.0435957086337921e-04
0074 1.9574785216992644e-04 4.0409206459719060e-04
0075 1.9574464753411203e-04 4.0385548598313579e-04
0076 1.9574144274531977e-04 4.0364646624508070e-04
0077 1.9573823780198401e-04 4.0346201884239753e-04
0078 1.9573503270264183e-04 4.0329943369869423e-04
0079 1.9573182744591893e-04 4.0315643149940023e-04
0080 1.9572862203060372e-04 4.0303087885750584e-04
0081 1.9572541645558242e-04 4.0292091217704014e-04
0082 1.9572221071978234e-04 4.0282490216617730e-04
0083 1.9571900482229525e-04 4.0274135710385438e-04
0084 1.9571579876221404e-04 4.0266892602915572e-04
0085 1.9571259253880268e-04 4.0260656446601415e-04
0086 1.9570938615133250e-04 4.0255314211208820e-04
0087 1.9570617959914794e-04 4.0250769972207924e-04
0088 1.9570297288174252e-04 4.0246939368414136e-04
0089 1.9569976599848366e-04 4.0243752387008030e-04
0090 1.9569655894902688e-04 4.0241142036051569e-04
0091 1.9569335173291009e-04 4.0239043404242844e-04
0092 1.9569014434974962e-04 4.0237404858607645e-04
0093 1.9568693679933508e-04 4.0236178041370908e-04
0094 1.9568372908131454e-04 4.0235314254932856e-04
0095 1.9568052119547919e-04 4.0234778358289361e-04
0096 1.9567731314161987e-04 4.0234531960294217e-04
0097 1.9567410491972315e-04 4.0234537156664819e-04
0098 1.9567089652958256e-04 4.0234776478942949e-04
0099 1.9566768797108099e-04 4.0235218752420566e-04
0100 1.9566447924427785e-04 4.0235838907734208e-04
0101 1.9566127034912793e-04 4.0236611707740038e-04
0102 1.9565806128562141e-04 4.0237525937842077e-04
0103 1.9565485205383999e-04 4.0238559772436128e-04
0104 1.9565164265383512e-04 4.0239697697743072e-04
0105 1.9564843308576162e-04 4.0240927853209371e-04
0106 1.9564522334963012e-04 4.0242233413469896e-04
0107 1.9564201344569854e-04 4.0243606528709593e-04
0108 1.9563880337414481e-04 4.0245033587069014e-04
0109 1.9563559313508574e-04 4.0246507594813609e-04
0110 1.9563238272878611e-04 4.0248021825862063e-04
0111 1.9562917215544087e-04 4.0249565192913839e-04
0112 1.9562596141531712e-04 4.0251125884731704e-04
0113 1.9562275050865572e-04 4.0252708373787825e-04
0114 1.9561953943581734e-04 4.0254301240209844e-04
0115 1.9561632819708346e-04 4.0255900257827069e-04
0116 1.9561311679266557e-04 4.0257506232400377e-04
0117 1.9560990522303058e-04 4.0259104219859520e-04
0118 1.9560669348848883e-04 4.0260696557998968e-04
0119 1.9560348158936699e-04 4.0262287873672791e-04
0120 1.9560026952605600e-04 4.0263867519541973e-04
0121 1.9559705729898930e-04 4.0265428937193306e-04
0122 1.9559384490846051e-04 4.0266975378332881e-04
0123 1.9559063235498041e-04 4.0268506525988827e-04
0124 1.9558741963892888e-04 4.0270015639707658e-04
0125 1.9558420676069922e-04 4.0271501546754998e-04
0126 1.9558099372085619e-04 4.0272964209113493e-04
0127 1.9557778051972936e-04 4.0274408334197169e-04
0128 1.9557456715784479e-04 4.0275825561490166e-04
0129 1.9557135363567035e-04 4.0277220309365775e-04
0130 1.9556813995366519e-04 4.0278588883661213e-04
0131 1.9556492611230638e-04 4.0279926817224192e-04
0132 1.9556171211212227e-04 4.0281239402685840e-04
0133 1.9555849795359649e-04 4.0282527691050060e-04
0134 1.9555528363722680e-04 4.0283783541563242e-04
0135 1.9555206916356413e-04 4.0285019928737334e-04
0136 1.9554885453311485e-04 4.0286224425747615e-04
0137 1.9554563974637600e-04 4.0287401463294644e-04
0138 1.9554242480393722e-04 4.0288546918300133e-04
0139 1.9553920970630308e-04 4.0289666836115838e-04
0140 1.9553599445399064e-04 4.0290757670876168e-04
0141 1.9553277904764340e-04 4.0291820958291601e-04
0142 1.9552956348771428e-04 4.0292859306497207e-04
0143 1.9552634777480216e-04 4.0293868231708015e-04
0144 1.9552313190948948e-04 4.0294847244383138e-04
0145 1.9551991589228103e-04 4.0295802777516414e-04
0146 1.9551669972382659e-04 4.0296729588582811e-04
0147 1.9551348340467870e-04 4.0297631091610188e-04
0148 1.9551026693534804e-04 4.0298507766646963e-04
0149 1.9550705031645861e-04 4.0299360388747137e-04
0150 1.9550383354861739e-04 4.0300186618223694e-04
0151 1.9550061663232073e-04 4.0300985852974222e-04
0152 1.9549739956828695e-04 4.0301763586034407e-04
0153 1.9549418235694559e-04 4.0302515509369163e-04
0154 1.9549096499901688e-04 4.0303245413572393e-04
0155 1.9548774749503925e-04 4.0303951427439824e-04
0156 1.9548452984559161e-04 4.0304634382430735e-04
0157 1.9548131205124504e-04 4.0305295792744455e-04
0158 1.9547809411263445e-04 4.0305930846983110e-04
0159 1.9547487603032611e-04 4.0306547329637548e-04
0160 1.9547165780495470e-04 4.0307136197699869e-04
0161 1.9546843943709901e-04 4.0307716175959514e-04
0162 1.9546522092731664e-04 4.0308269005223635e-04
0163 1.9546200227625731e-04 4.0308801508547065e-04
0164 1.9545878348446437e-04 4.0309317568984769e-04
0165 1.9545556455258288e-04 4.0309816330433908e-04
0166 1.9545234548115978e-04 4.0310295924858688e-04
0167 1.9544912627082487e-04 4.0310753241122648e-04
0168 1.9544590692214373e-04 4.0311201500871856e-04
0169 1.9544268743571251e-04 4.0311626360590422e-04
0170 1.9543946781215172e-04 4.0312036388225135e-04
0171 1.9543624805203860e-04 4.0312428394255527e-04
0172 1.9543302815594750e-04 4.0312805877862129e-04
0173 1.9542980812442502e-04 4.0313168600844361e-04
0174 1.9542658795815732e-04 4.0313515393728707e-04
0175 1.9542336765767388e-04 4.0313850432623056e-04
0176 1.9542014722356724e-04 4.0314173083115312e-04
0177 1.9541692665640727e-04 4.0314481444974108e-04
0178 1.9541370595674886e-04 4.0314774965175709e-04
0179 1.9541048512524697e-04 4.0315051354833766e-04
0180 1.9540726416242618e-04 4.0315319899912231e-04
0181 1.9540404306884777e-04 4.0315577553885317e-04
0182 1.9540082184511714e-04 4.0315822312824849e-04
0183 1.9539760049178513e-04 4.0316061953993678e-04
0184 1.9539437900942974e-04 4.0316281423289919e-04
0185 1.9539115739859137e-04 4.0316492001724795e-04
0186 1.9538793565989764e-04 4.0316693195905354e-04
0187 1.9538471379384486e-04 4.0316892883000941e-04
0188 1.9538149180097498e-04 4.0317078532348935e-04
0189 1.9537826968186753e-04 4.0317250589314778e-04
0190 1.9537504743715207e-04 4.0317419535899700e-04
0191 1.9537182506726484e-04 4.0317584927815911e-04
0192 1.9536860257278303e-04 4.0317740438988454e-04
0193 1.9536537995425664e-04 4.0317888598436576e-04
0194 1.9536215721223268e-04 4.0318025718507001e-04
0195 1.9535893434723667e-04 4.0318159901657599e-04
0196 1.9535571135983248e-04 4.0318286494945887e-04
0197 1.9535248825048004e-04 4.0318412432406657e-04
0198 1.9534926501981828e-04 4.0318526073627157e-04
0199 1.9534604166819987e-04 4.0318642343575877e-04
