# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 2.3704802910250362e-04 1.5568760421955763e-02
0002 2.3704267482403362e-04 1.4297542718420762e-02
0003 2.3703757656903373e-04 1.3095918924273676e-02
0004 2.3703263209710006e-04 1.1967858369318926e-02
0005 2.3702778162972308e-04 1.0914709676393150e-02
0006 2.3702299059619479e-04 9.9359779334297262e-03
0007 2.3701823931665311e-04 9.0298902020176132e-03
0008 2.3701351684056500e-04 8.1938066196603453e-03
0009 2.3700881726507493e-04 7.4245229311660004e-03
0010 2.3700413754862133e-04 6.7184906022672063e-03
0011 2.3699947622168806e-04 6.0719776789596100e-03
0012 2.3699483263183924e-04 5.4811865531709620e-03
0013 2.3699020651440567e-04 4.9423379536728193e-03
0014 2.3698559775110848e-04 4.4517313974129650e-03
0015 2.3698100624434970e-04 4.0057872488450654e-03
0016 2.3697643185495131e-04 3.6010757936903426e-03
0017 2.3697187437997792e-04 3.2343355298575767e-03
0018 2.3696733354520625e-04 2.9024853584875463e-03
0019 2.3696280901631974e-04 2.6026285888529031e-03
0020 2.3695830040471304e-04 2.3320559164563600e-03
0021 2.3695380728436512e-04 2.0882416817649403e-03
0022 2.3694932920197839e-04 1.8688411865946087e-03
0023 2.3694486568688448e-04 1.6716847731690640e-03
0024 2.3694041626072830e-04 1.4947704386002562e-03
0025 2.3693598044451078e-04 1.3362561534383680e-03
0026 2.3693155776678538e-04 1.1944512060768477e-03
0027 2.3692714776422306e-04 1.0678093805926842e-03
0028 2.3692274998689977e-04 9.5491831204991262e-04
0029 2.3691836400072501e-04 8.5449112329041290e-04
0030 2.3691398938935533e-04 7.6535790267713403e-04
0031 2.3690962575301523e-04 6.8645681549679802e-04
0032 2.3690527271064807e-04 6.1682447849588482e-04
0033 2.3690092989924207e-04 5.5558686246540774e-04
0034 2.3689659697407318e-04 5.0194992088677961e-04
0035 2.3689227360664669e-04 4.5519024869844125e-04
0036 2.3688795948671661e-04 4.1464469683064607e-04
0037 2.3688365431869530e-04 3.7970207853647012e-04
0038 2.3687935782294655e-04 3.4979347627133508e-04
0039 2.3687506973334903e-04 3.2438552339471521e-04
0040 2.3687078979929834e-04 3.0297453096232133e-04
0041 2.3686651778045617e-04 2.8508450932763168e-04
0042 2.3686225344999841e-04 2.7026546033748504e-04
0043 2.3685799659178272e-04 2.5809592199786858e-04
0044 2.3685374700127692e-04 2.4818582205886184e-04
0045 2.3684950448228141e-04 2.4018023286879675e-04
0046 2.3684526884879759e-04 2.3376126312985593e-04
0047 2.3684103992314251e-04 2.2865000350517613e-04
0048 2.3683681753601938e-04 2.2460580666229697e-04
0049 2.3683260152596844e-04 2.2142467576994465e-04
0050 2.3682839173742669e-04 2.1893631400191662e-04
0051 2.3682418802242907e-04 2.1700012135253025e-04
0052 2.3681999023958891e-04 2.1550151576164129e-04
0053 2.3681579825249823e-04 2.1434808315741664e-04
0054 2.3681161193045332e-04 2.1346569492856354e-04
0055 2.3680743114833886e-04 2.1279532401097799e-04
0056 2.3680325578589580e-04 2.1229030957597964e-04
0057 2.3679908572623183e-04 2.1191390803640002e-04
0058 2.3679492085812033e-04 2.1163714982411769e-04
0059 2.3679076107381033e-04 2.1143748670932475e-04
0060 2.3678660626932368e-04 2.1129728540642893e-04
0061 2.3678245634430449e-04 2.1120282840546720e-04
0062 2.3677831120194365e-04 2.1114347658761167e-04
0063 2.3677417074864478e-04 2.1111100775092069e-04
0064 2.3677003489294685e-04 2.1109908590659121e-04
0065 2.3676590354762057e-04 2.1110277412850645e-04
0066 2.3676177662755913e-04 2.1111833165723596e-04
0067 2.3675765404949575e-04 2.1114289411016098e-04
0068 2.3675353573453716e-04 2.1117422546348947e-04
0069 2.3674942160400658e-04 2.1121074293471628e-04
0070 2.3674531158259467e-04 2.1125116151599998e-04
0071 2.3674120559633068e-04 2.1129454221384102e-04
0072 2.3673710357472361e-04 2.1134014889494693e-04
0073 2.3673300544761644e-04 2.1138750052142075e-04
0074 2.3672891114734319e-04 2.1143620680736869e-04
0075 2.3672482060825987e-04 2.1148598719217444e-04
0076 2.3672073376582184e-04 2.1153665955844631e-04
0077 2.3671665055718171e-04 2.1158808964418923e-04
0078 2.3671257092150189e-04 2.1164016159409032e-04
0079 2.3670849479907389e-04 2.1169282375872153e-04
0080 2.3670442213123965e-04 2.1174603922303280e-04
0081 2.3670035286145970e-04 2.1179975792094785e-04
0082 2.3669628693436117e-04 2.1185396940854632e-04
0083 2.3669222429503021e-04 2.1190869249559997e-04
0084 2.3668816489043343e-04 2.1196391525852055e-04
0085 2.3668410866852914e-04 2.1201961958558055e-04
0086 2.3668005557855409e-04 2.1207578346009155e-04
0087 2.3667600557083544e-04 2.1213242984343051e-04
0088 2.3667195859552331e-04 2.1218956296998261e-04
0089 2.3666791460606352e-04 2.1224710230957061e-04
0090 2.3666387355523774e-04 2.1230509373207316e-04
0091 2.3665983539729581e-04 2.1236352233377272e-04
0092 2.3665580008643859e-04 2.1242240250759673e-04
0093 2.3665176757870041e-04 2.1248166609724717e-04
0094 2.3664773783153804e-04 2.1254126012813093e-04
0095 2.3664371080187889e-04 2.1260122616657137e-04
0096 2.3663968644794037e-04 2.1266152438471247e-04
0097 2.3663566472906198e-04 2.1272212152444544e-04
0098 2.3663164560476914e-04 2.1278300451436252e-04
0099 2.3662762903558452e-04 2.1284413755892818e-04
0100 2.3662361498287356e-04 2.1290548719255688e-04
0101 2.3661960340862692e-04 2.1296703208516148e-04
0102 2.3661559427507741e-04 2.1302876742931897e-04
0103 2.3661158754533803e-04 2.1309065566991808e-04
0104 2.3660758318397418e-04 2.1315265001328322e-04
0105 2.3660358115402537e-04 2.1321478209639856e-04
0106 2.3659958142158426e-04 2.1327693351939816e-04
0107 2.3659558395208426e-04 2.1333911278993250e-04
0108 2.3659158871153015e-04 2.1340130618569802e-04
0109 2.3658759566708994e-04 2.1346349532586279e-04
0110 2.3658360478474443e-04 2.1352569642832647e-04
0111 2.3657961603376022e-04 2.1358778623306325e-04
0112 2.3657562938143018e-04 2.1364981843581383e-04
0113 2.3657164479716166e-04 2.1371172549876558e-04
0114 2.3656766225025542e-04 2.1377351047782410e-04
0115 2.3656368171000295e-04 2.1383517912979395e-04
0116 2.3655970314659725e-04 2.1389668423637496e-04
0117 2.3655572653169315e-04 2.1395796081023590e-04
0118 2.3655175183583051e-04 2.1401905882221506e-04
0119 2.3654777903081581e-04 2.1407993623142300e-04
0120 2.3654380808870655e-04 2.1414058483677851e-04
0121 2.3653983898215853e-04 2.1420098271223068e-04
0122 2.3653587168409663e-04 2.1426111978492437e-04
0123 2.3653190616823984e-04 2.1432098338258787e-04
0124 2.3652794240788022e-04 2.1438057677013026e-04
0125 2.3652398037749057e-04 2.1443989176141184e-04
0126 2.3652002005157717e-04 2.1449889592950531e-04
0127 2.3651606140595038e-04 2.1455752134978887e-04
0128 2.3651210441538864e-04 2.1461587000929134e-04
0129 2.3650814905590951e-04 2.1467388275008212e-04
0130 2.3650419530379580e-04 2.1473155006149696e-04
0131 2.3650024313577646e-04 2.1478886313232667e-04
0132 2.3649629252885852e-04 2.1484580564411665e-04
0133 2.3649234346046269e-04 2.1490237689396601e-04
0134 2.3648839590842527e-04 2.1495856038258217e-04
0135 2.3648444985119169e-04 2.1501437523791208e-04
0136 2.3648050526623322e-04 2.1506984996411894e-04
0137 2.3647656213412647e-04 2.1512486340877820e-04
0138 2.3647262043241196e-04 2.1517956185646060e-04
0139 2.3646868014204852e-04 2.1523382582645789e-04
0140 2.3646474124192209e-04 2.1528772537091073e-04
0141 2.3646080371359207e-04 2.1534118469022676e-04
0142 2.3645686753642449e-04 2.1539429213709006e-04
0143 2.3645293269206451e-04 2.1544697836894179e-04
0144 2.3644899916179635e-04 2.1549924415952112e-04
0145 2.3644506692762027e-04 2.1555108617641561e-04
0146 2.3644113597098124e-04 2.1560256011829025e-04
0147 2.3643720627451322e-04 2.1565362358930821e-04
0148 2.3643327782083522e-04 2.1570429388773323e-04
0149 2.3642935059238016e-04 2.1575457122413429e-04
0150 2.3642542457357867e-04 2.1580438438576399e-04
0151 2.3642149974724996e-04 2.1585384132431440e-04
0152 2.3641757609711941e-04 2.1590291918529333e-04
0153 2.3641365360758018e-04 2.1595157397438170e-04
0154 2.3640973226367773e-04 2.1599978868145839e-04
0155 2.3640581205009305e-04 2.1604762653505065e-04
0156 2.3640189295078500e-04 2.1609514959887723e-04
0157 2.3639797495233567e-04 2.1614222143562269e-04
0158 2.3639405804037311e-04 2.1618891207280096e-04
0159 2.3639014219950294e-04 2.1623527025114783e-04
0160 2.3638622741765756e-04 2.1628116256208074e-04
0161 2.3638231368010884e-04 2.1632670283287697e-04
0162 2.3637840097476127e-04 2.1637183988741082e-04
0163 2.3637448928704309e-04 2.1641668943568146e-04
0164 2.3637057860564236e-04 2.1646111283047824e-04
0165 2.3636666891700781e-04 2.1650521028522221e-04
0166 2.3636276020939297e-04 2.1654891717633431e-04
0167 2.3635885247070540e-04 2.1659225197904762e-04
0168 2.3635494568943077e-04 2.1663521460495370e-04
0169 2.3635103985339089e-04 2.1667786848337961e-04
0170 2.3634713495191678e-04 2.1672014596242511e-04
0171 2.3634323097348174e-04 2.1676209842340298e-04
0172 2.3633932790714096e-04 2.1680371597358901e-04
0173 2.3633542574279744e-04 2.1684496818324262e-04
0174 2.3633152446924863e-04 2.1688594117688870e-04
0175 2.3632762407631188e-04 2.1692658741955369e-04
0176 2.3632372455464627e-04 2.1696686932862731e-04
0177 2.3631982589350010e-04 2.1700689066686893e-04
0178 2.3631592808360789e-04 2.1704658455615634e-04
0179 2.3631203111512008e-04 2.1708597574065906e-04
0180 2.3630813497932520e-04 2.1712504725460326e-04
0181 2.3630423966574442e-04 2.1716384749590988e-04
0182 2.3630034516729278e-04 2.1720226930687500e-04
0183 2.3629645147379619e-04 2.1724047127706306e-04
0184 2.3629255857643238e-04 2.1727841331687487e-04
0185 2.3628866646731731e-04 2.1731604408111374e-04
0186 2.3628477513785697e-04 2.1735338494809666e-04
0187 2.3628088457996723e-04 2.1739045190953131e-04
0188 2.3627699478493962e-04 2.1742727502138540e-04
0189 2.3627310574599668e-04 2.1746377947543980e-04
0190 2.3626921745369730e-04 2.1750011527525543e-04
0191 2.3626532990188293e-04 2.1753612350012666e-04
0192 2.3626144308169458e-04 2.1757194589064197e-04
0193 2.3625755698631948e-04 2.1760748690832950e-04
0194 2.3625367160889530e-04 2.1764274722897600e-04
0195 2.3624978694104248e-04 2.1767784487443918e-04
0196 2.3624590297674844e-04 2.1771265848470191e-04
0197 2.3624201970801374e-04 2.1774730219080118e-04
0198 2.3623813712876076e-04 2.1778169009697233e-04
0199 2.3623425523142846e-04 2.1781588451638185e-04
0200 2.3623037400977116e-04 2.1784981156699744e-04
0201 2.3622649354010600e-04 2.1795302391614544e-04
0202 2.3622261363670407e-04 2.1795927604117204e-04
0203 2.3621873439419561e-04 2.1797404538932377e-04
0204 2.3621485580436479e-04 2.1799462260412998e-04
0205 2.3621097785969707e-04 2.1801919003382707e-04
0206 2.3620710055350676e-04 2.1804643965592639e-04
0207 2.3620322387873677e-04 2.1807555227410362e-04
0208 2.3619934782976806e-04 2.1810583750958104e-04
0209 2.3619547239994303e-04 2.1813694213368098e-04
0210 2.3619159758363502e-04 2.1816851430618767e-04
0211 2.3618772337450193e-04 2.1820037313946693e-04
0212 2.3618384976747020e-04 2.1823228911101427e-04
0213 2.3617997675643421e-04 2.1826425722007531e-04
0214 2.3617610433542232e-04 2.1829619038048943e-04
0215 2.3617223249951038e-04 2.1832795919934358e-04
0216 2.3616836124315196e-04 2.1835957147244459e-04
0217 2.3616449056059683e-04 2.1839104685180503e-04
0218 2.3616062044690063e-04 2.1842233737987462e-04
0219 2.3615675089621300e-04 2.1845347539222086e-04
0220 2.3615288190384474e-04 2.1848439105908661e-04
0221 2.3614901346439627e-04 2.1851512379918918e-04
0222 2.3614514557296581e-04 2.1854564805764284e-04
0223 2.3614127822422257e-04 2.1857600693394279e-04
0224 2.3613741141350776e-04 2.1860615971231327e-04
0225 2.3613354513564636e-04 2.1863616689890030e-04
0226 2.3612967938630670e-04 2.1866598945567456e-04
0227 2.3612581415940144e-04 2.1869573455114146e-04
0228 2.3612194945181445e-04 2.1872522778499780e-04
0229 2.3611808525785531e-04 2.1875461535762359e-04
0230 2.3611422157301411e-04 2.1878385429907179e-04
0231 2.3611035839308801e-04 2.1881291486318028e-04
0232 2.3610649571341252e-04 2.1884184378267340e-04
0233 2.3610263352939395e-04 2.1887066005961132e-04
0234 2.3609877183692422e-04 2.1889932328115100e-04
0235 2.3609491063143076e-04 2.1892787451168163e-04
0236 2.3609104990878111e-04 2.1895628724389075e-04
0237 2.3608718966507973e-04 2.1898457214754817e-04
0238 2.3608332989520758e-04 2.1901278918918138e-04
0239 2.3607947059653897e-04 2.1904080140724348e-04
0240 2.3607561176407576e-04 2.1906876201458459e-04
0241 2.3607175339373935e-04 2.1909662977719974e-04
0242 2.3606789548238355e-04 2.1912433106525584e-04
0243 2.3606403802579502e-04 2.1915190939339452e-04
0244 2.3606018102025238e-04 2.1917943331628098e-04
0245 2.3605632446184387e-04 2.1920686386896990e-04
0246 2.3605246834717118e-04 2.1923417014916956e-04
0247 2.3604861267264844e-04 2.1926135374687443e-04
0248 2.3604475743517202e-04 2.1928840543525898e-04
0249 2.3604090263047251e-04 2.1931541976083789e-04
0250 2.3603704825565149e-04 2.1934231123318598e-04
0251 2.3603319430749519e-04 2.1936909254685711e-04
0252 2.3602934078260983e-04 2.1939577353393018e-04
0253 2.3602548767795122e-04 2.1942236869815812e-04
0254 2.3602163499005039e-04 2.1944889499333689e-04
0255 2.3601778271619163e-04 2.1947530841231547e-04
0256 2.3601393085325733e-04 2.1950161454871445e-04
0257 2.3601007939851176e-04 2.1952782388233598e-04
0258 2.3600622834888332e-04 2.1955395197936875e-04
0259 2.3600237770180860e-04 2.1957996566247283e-04
0260 2.3599852745450776e-04 2.1960589911226817e-04
0261 2.3599467760410364e-04 2.1963178498558776e-04
0262 2.3599082814797418e-04 2.1965758240318848e-04
0263 2.3598697908385421e-04 2.1968325605733425e-04
0264 2.3598313040936372e-04 2.1970881526729729e-04
0265 2.3597928212188522e-04 2.1973429341183988e-04
0266 2.3597543421913353e-04 2.1975968749654703e-04
0267 2.3597158669890457e-04 2.1978499658505170e-04
0268 2.3596773955872954e-04 2.1981023045072206e-04
0269 2.3596389279679307e-04 2.1983535029445513e-04
0270 2.3596004641077104e-04 2.1986039213221399e-04
0271 2.3595620039879893e-04 2.1988534287028806e-04
0272 2.3595235475870174e-04 2.1991021970894936e-04
0273 2.3594850948883614e-04 2.1993499540241810e-04
0274 2.3594466458695432e-04 2.1995970836005899e-04
0275 2.3594082005157162e-04 2.1998430299291616e-04
0276 2.3593697588087897e-04 2.2000880736675440e-04
0277 2.3593313207313945e-04 2.2003322594482558e-04
0278 2.3592928862680427e-04 2.2005754671651552e-04
0279 2.3592544554018404e-04 2.2008178416008868e-04
0280 2.3592160281179152e-04 2.2010593233046401e-04
0281 2.3591776043994114e-04 2.2012999704248344e-04
0282 2.3591391842382490e-04 2.2015390663792631e-04
0283 2.3591007676160178e-04 2.2017778447236888e-04
0284 2.3590623545156604e-04 2.2020163196677901e-04
0285 2.3590239449309237e-04 2.2022533866040601e-04
0286 2.3589855388430898e-04 2.2024898721342387e-04
0287 2.3589471362480817e-04 2.2027247878114749e-04
0288 2.3589087371280506e-04 2.2029589919251222e-04
0289 2.3588703414739517e-04 2.2031923333219112e-04
0290 2.3588319492737222e-04 2.2034247149966632e-04
0291 2.3587935605201514e-04 2.2036559719526775e-04
0292 2.3587551751980257e-04 2.2038866934617787e-04
0293 2.3587167933017953e-04 2.2041162170017526e-04
0294 2.3586784148223639e-04 2.2043447047275565e-04
0295 2.3586400397463880e-04 2.2045726232500346e-04
0296 2.3586016680708400e-04 2.2047993058565981e-04
0297 2.3585632997812504e-04 2.2050255483523350e-04
0298 2.3585249348739550e-04 2.2052505211475826e-04
0299 2.3584865733391672e-04 2.2054745956363988e-04
0300 2.3584482151705902e-04 2.2056977454520171e-04
0301 2.3584098603596270e-04 2.2059200084220820e-04
0302 2.3583715088982131e-04 2.2061414130340862e-04
0303 2.3583331607829076e-04 2.2063615265346966e-04
0304 2.3582948160023778e-04 2.2065811088193619e-04
0305 2.3582564745550284e-04 2.2067992461119768e-04
0306 2.3582181364312403e-04 2.2070167689497512e-04
0307 2.3581798016234759e-04 2.2072334236416795e-04
0308 2.3581414701297920e-04 2.2074488888443113e-04
0309 2.3581031419427922e-04 2.2076633656330778e-04
0310 2.3580648170540871e-04 2.2078772820611453e-04
0311 2.3580264954584825e-04 2.2080901415579284e-04
0312 2.3579881771558771e-04 2.2083015808933504e-04
0313 2.3579498621344660e-04 2.2085122568033010e-04
0314 2.3579115503913014e-04 2.2087219197121713e-04
0315 2.3578732419223602e-04 2.2089304218156795e-04
0316 2.3578349367178443e-04 2.2091382259716691e-04
0317 2.3577966347787920e-04 2.2093447694018962e-04
0318 2.3577583360937583e-04 2.2095506608640284e-04
0319 2.3577200406633901e-04 2.2097551913749774e-04
0320 2.3576817484764512e-04 2.2099592570974736e-04
0321 2.3576434595311619e-04 2.2101621082450487e-04
0322 2.3576051738221742e-04 2.2103639322998365e-04
0323 2.3575668913434843e-04 2.2105648564553683e-04
0324 2.3575286120918449e-04 2.2107647491455894e-04
0325 2.3574903360555746e-04 2.2109641773473298e-04
0326 2.3574520632366059e-04 2.2111618713456624e-04
0327 2.3574137936283987e-04 2.2113585205064544e-04
0328 2.3573755272217469e-04 2.2115546740638216e-04
0329 2.3573372640125714e-04 2.2117500077344326e-04
0330 2.3572990039960056e-04 2.2119440517400521e-04
0331 2.3572607471658674e-04 2.2121370956898679e-04
0332 2.3572224935158455e-04 2.2123291560208354e-04
0333 2.3571842430424549e-04 2.2125199412614008e-04
0334 2.3571459957352872e-04 2.2127101007256804e-04
0335 2.3571077515914808e-04 2.2128989877935181e-04
0336 2.3570695106045125e-04 2.2130868691457869e-04
0337 2.3570312727671535e-04 2.2132739453053607e-04
0338 2.3569930380725945e-04 2.2134601982316617e-04
0339 2.3569548065134876e-04 2.2136456970461071e-04
0340 2.3569165780837993e-04 2.2138299964895688e-04
0341 2.3568783527774806e-04 2.2140131088910605e-04
0342 2.3568401305874219e-04 2.2141951863051306e-04
0343 2.3568019115054599e-04 2.2143764582751769e-04
0344 2.3567636955230928e-04 2.2145569394268908e-04
0345 2.3567254826350990e-04 2.2147362045758063e-04
0346 2.3566872728327166e-04 2.2149146199132701e-04
0347 2.3566490661083338e-04 2.2150921117519503e-04
0348 2.3566108624531454e-04 2.2152687439425979e-04
0349 2.3565726618592675e-04 2.2154442622542532e-04
0350 2.3565344643207694e-04 2.2156186782687883e-04
0351 2.3564962698236242e-04 2.2157925244654906e-04
0352 2.3564580783669802e-04 2.2159647966458356e-04
0353 2.3564198899347661e-04 2.2161367873701384e-04
0354 2.3563817045218468e-04 2.2163075226368473e-04
0355 2.3563435221197546e-04 2.2164773921674814e-04
0356 2.3563053427143356e-04 2.2166467974777074e-04
0357 2.3562671663014348e-04 2.2168148323573319e-04
0358 2.3562289928694309e-04 2.2169820366211798e-04
0359 2.3561908224095142e-04 2.2171481505500409e-04
0360 2.3561526549090340e-04 2.2173136357270167e-04
0361 2.3561144903618927e-04 2.2174777790118162e-04
0362 2.3560763287558626e-04 2.2176412931330708e-04
0363 2.3560381700797066e-04 2.2178040239638334e-04
0364 2.3560000143239284e-04 2.2179658557821110e-04
0365 2.3559618614784323e-04 2.2181267627234799e-04
0366 2.3559237115309154e-04 2.2182869029511860e-04
0367 2.3558855644721259e-04 2.2184460120970660e-04
0368 2.3558474202907170e-04 2.2186043164621738e-04
0369 2.3558092789727786e-04 2.2187618463356452e-04
0370 2.3557711405133006e-04 2.2189182993144954e-04
0371 2.3557330048936835e-04 2.2190741222684896e-04
0372 2.3556948721088075e-04 2.2192288247202351e-04
0373 2.3556567421410596e-04 2.2193831932538333e-04
0374 2.3556186149826079e-04 2.2195364190901679e-04
0375 2.3555804906203094e-04 2.2196889172070334e-04
0376 2.3555423690412028e-04 2.2198405470621449e-04
0377 2.3555042502366907e-04 2.2199910145651342e-04
0378 2.3554661341923869e-04 2.2201407362586106e-04
0379 2.3554280208950800e-04 2.2202901566133364e-04
0380 2.3553899103340793e-04 2.2204386105101028e-04
0381 2.3553518024945998e-04 2.2205864467020176e-04
0382 2.3553136973675020e-04 2.2207331815221777e-04
0383 2.3552755949382030e-04 2.2208792413472866e-04
0384 2.3552374951941139e-04 2.2210247401469014e-04
0385 2.3551993981231687e-04 2.2211693091220137e-04
0386 2.3551613037129336e-04 2.2213130919162671e-04
0387 2.3551232119483544e-04 2.2214562190636208e-04
0388 2.3550851228211126e-04 2.2215981871761159e-04
0389 2.3550470363138486e-04 2.2217398043459464e-04
0390 2.3550089524175706e-04 2.2218803756747179e-04
0391 2.3549708711145061e-04 2.2220209627930632e-04
0392 2.3549327923960307e-04 2.2221604011039633e-04
0393 2.3548947162465808e-04 2.2222992893497823e-04
0394 2.3548566426559331e-04 2.2224373417826084e-04
0395 2.3548185716072868e-04 2.2225750659305097e-04
