# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 2.2451484384371079e-04 6.1293306326685743e-03
0002 2.2451020448471251e-04 5.7758164987511832e-03
0003 2.2450577342055758e-04 5.4117563760849603e-03
0004 2.2450146546597086e-04 5.0452096969716299e-03
0005 2.2449723112600745e-04 4.6824583646203717e-03
0006 2.2449304213182877e-04 4.3283110551885677e-03
0007 2.2448888274407977e-04 3.9863637551151489e-03
0008 2.2448474453220545e-04 3.6592199628168493e-03
0009 2.2448062325880060e-04 3.3486738165073456e-03
0010 2.2447651702287277e-04 3.0558681822406061e-03
0011 2.2447242517247527e-04 2.7814226347146263e-03
0012 2.2446834766961453e-04 2.5255438641183206e-03
0013 2.2446428473388261e-04 2.2881143904504991e-03
0014 2.2446023664648556e-04 2.0687683666868258e-03
0015 2.2445620364997332e-04 1.8669531666114765e-03
0016 2.2445218590320801e-04 1.6819802923767572e-03
0017 2.2444818346695870e-04 1.5130671838556337e-03
0018 2.2444419630631682e-04 1.3593705775399863e-03
0019 2.2444022430002120e-04 1.2200144443367171e-03
0020 2.2443626725516714e-04 1.0941104521832157e-03
0021 2.2443232492127741e-04 9.8077609863058313e-04
0022 2.2442839700115085e-04 8.7914762910133520e-04
0023 2.2442448316661664e-04 7.8838761613300896e-04
0024 2.2442058306533811e-04 7.0769354596736443e-04
0025 2.2441669633031089e-04 6.3629956562469303e-04
0026 2.2441282258749557e-04 5.7347739415152660e-04
0027 2.2440896145955840e-04 5.1853525800009187e-04
0028 2.2440511257131035e-04 4.7081350634467414e-04
0029 2.2440127555344356e-04 4.2967988715564471e-04
0030 2.2439745004381722e-04 3.9452469388223785e-04
0031 2.2439363568888638e-04 3.6475540489671568e-04
0032 2.2438983214670470e-04 3.3979351667152953e-04
0033 2.2438603908686116e-04 3.1907579417956845e-04
0034 2.2438225618852579e-04 3.0205755733458414e-04
0035 2.2437848314580333e-04 2.8821853417723242e-04
0036 2.2437471966215509e-04 2.7707281950960428e-04
0037 2.2437096545493266e-04 2.6817518420634056e-04
0038 2.2436722025154468e-04 2.6112836027508842e-04
0039 2.2436348379095488e-04 2.5558571770479844e-04
0040 2.2435975582259146e-04 2.5125170266118317e-04
0041 2.2435603610762434e-04 2.4787913458535496e-04
0042 2.2435232441647487e-04 2.4526544736268953e-04
0043 2.2434862052688194e-04 2.4324674719184263e-04
0044 2.2434492422927755e-04 2.4169158969255091e-04
0045 2.2434123531937149e-04 2.4049669802549893e-04
0046 2.2433755360348610e-04 2.3958059586024573e-04
0047 2.2433387889438358e-04 2.3888016826398550e-04
0048 2.2433021101168638e-04 2.3834639601325792e-04
0049 2.2432654978347472e-04 2.3794130839569627e-04
0050 2.2432289504328745e-04 2.3763585437552187e-04
0051 2.2431924663047947e-04 2.3740762998617911e-04
0052 2.2431560439176458e-04 2.3723929203725276e-04
0053 2.2431196817867413e-04 2.3711768073651090e-04
0054 2.2430833784707559e-04 2.3703269303700363e-04
0055 2.2430471325940611e-04 2.3697631093446572e-04
0056 2.2430109428220866e-04 2.3694253812519064e-04
0057 2.2429748078660441e-04 2.3692667445554224e-04
