# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 2.3394384039729057e-04 5.8268542071669939e-03
0002 2.3393873663472378e-04 5.4964285881260039e-03
0003 2.3393385459415499e-04 5.1543615170077254e-03
0004 2.3392910622583820e-04 4.8086466866662835e-03
0005 2.3392443968289929e-04 4.4655280686223273e-03
0006 2.3391982481596899e-04 4.1297992523106229e-03
0007 2.3391524440503854e-04 3.8050596796092937e-03
0008 2.3391068886611927e-04 3.4939301668528194e-03
0009 2.3390615306356872e-04 3.1982350148437801e-03
0010 2.3390163439900466e-04 2.9191548468183916e-03
0011 2.3389713167510111e-04 2.6573542895896433e-03
0012 2.3389264442603809e-04 2.4130889656731784e-03
0013 2.3388817253273031e-04 2.1862933945086828e-03
0014 2.3388371600593466e-04 1.9766552333654610e-03
0015 2.3387927487013811e-04 1.7836760167863370e-03
0016 2.3387484910711615e-04 1.6067206442667884e-03
0017 2.3387043863321521e-04 1.4450584167815471e-03
0018 2.3386604329458588e-04 1.2978965891466043e-03
0019 2.3386166287308328e-04 1.1644068788264218e-03
0020 2.3385729709565189e-04 1.0437472304675633e-03
0021 2.3385294564544853e-04 9.3507851129474872e-04
0022 2.3384860817388196e-04 8.3757690117415085e-04
0023 2.3384428430898730e-04 7.5044403671636721e-04
0024 2.3383997366510824e-04 6.7291312436380465e-04
0025 2.3383567585033403e-04 6.0425230874583088e-04
0026 2.3383139047096545e-04 5.4376683099117734e-04
0027 2.3382711713738110e-04 4.9079690991426768e-04
0028 2.3382285546649347e-04 4.4471568589354247e-04
0029 2.3381860508490954e-04 4.0492401404800926e-04
0030 2.3381436563056930e-04 3.7084596241461189e-04
0031 2.3381013675331764e-04 3.4192370760109209e-04
0032 2.3380591811680767e-04 3.1761380478468362e-04
0033 2.3380170939770557e-04 2.9738709397580249e-04
0034 2.3379751028633025e-04 2.8073065993269245e-04
0035 2.3379332048690510e-04 2.6715334078277673e-04
0036 2.3378913971572383e-04 2.5619359438488223e-04
0037 2.3378496770256726e-04 2.4742623079720559e-04
0038 2.3378080418933031e-04 2.4046937185494518e-04
0039 2.3377664892917227e-04 2.3498817709370254e-04
0040 2.3377250168685673e-04 2.3069546185681557e-04
0041 2.3376836223774905e-04 2.2735028125807187e-04
0042 2.3376423036636462e-04 2.2475414424539351e-04
0043 2.3376010586788115e-04 2.2274581090290320e-04
0044 2.3375598854565648e-04 2.2119637883172096e-04
0045 2.3375187821209347e-04 2.2000368580737760e-04
0046 2.3374777468673029e-04 2.1908767999717578e-04
0047 2.3374367779758402e-04 2.1838579034057581e-04
0048 2.3373958737901094e-04 2.1784958791586507e-04
0049 2.3373550327265900e-04 2.1744160022008467e-04
0050 2.3373142532600566e-04 2.1713304473200315e-04
0051 2.3372735339291062e-04 2.1690168540778774e-04
0052 2.3372328733228248e-04 2.1673050944826400e-04
0053 2.3371922700925912e-04 2.1660631571384899e-04
0054 2.3371517229304543e-04 2.1651905654516547e-04
0055 2.3371112305815519e-04 2.1646088324767050e-04
0056 2.3370707918363363e-04 2.1642574775409610e-04
0057 2.3370304055243403e-04 2.1640896056681467e-04
0058 2.3369900705179217e-04 2.1640684190848478e-04
0059 2.3369497857276205e-04 2.1641650180075322e-04
0060 2.3369095501008685e-04 2.1643566333825589e-04
0061 2.3368693626166432e-04 2.1646255871053964e-04
0062 2.3368292222917701e-04 2.1649573338030004e-04
0063 2.3367891281687991e-04 2.1653405398364131e-04
0064 2.3367490793224852e-04 2.1657658649530209e-04
0065 2.3367090748595344e-04 2.1662259272122976e-04
0066 2.3366691139059564e-04 2.1667148447320779e-04
0067 2.3366291956203666e-04 2.1672275309839913e-04
0068 2.3365893191834106e-04 2.1677601394394557e-04
