# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 1.9615107316155227e-04 2.6883447317036994e-03
0002 1.9614758069946364e-04 2.5565131661954622e-03
0003 1.9614411774977571e-04 2.4189488767119233e-03
0004 1.9614067267379731e-04 2.2788156445349289e-03
0005 1.9613723871077549e-04 2.1387093943918091e-03
0006 1.9613381197939721e-04 2.0007160367575341e-03
0007 1.9613039028588752e-04 1.8664735636761555e-03
0008 1.9612697241525593e-04 1.7372338210619195e-03
0009 1.9612355771139484e-04 1.6139204573899779e-03
0010 1.9612014583017472e-04 1.4971820285364600e-03
0011 1.9611673659525859e-04 1.3874389328067361e-03
0012 1.9611332991567048e-04 1.2849247317087554e-03
0013 1.9610992573909511e-04 1.1897214586039848e-03
0014 1.9610652402683010e-04 1.1017895448439494e-03
0015 1.9610312474086373e-04 1.0209933536375955e-03
0016 1.9609972783789231e-04 9.4712228682460270e-04
0017 1.9609633326735570e-04 8.7990801130376130e-04
0018 1.9609294097129945e-04 8.1903896336193690e-04
0019 1.9608955088548264e-04 7.6417174619622353e-04
0020 1.9608616294064995e-04 7.1494083619077792e-04
0021 1.9608277706377448e-04 6.7096652857700383e-04
0022 1.9607939317980460e-04 6.3186147707011199e-04
0023 1.9607601121242671e-04 5.9723672519685907e-04
0024 1.9607263108528179e-04 5.6670674131382851e-04
0025 1.9606925272271463e-04 5.3989433089821797e-04
0026 1.9606587605026221e-04 5.1643462213062455e-04
0027 1.9606250099539265e-04 4.9597922783638660e-04
0028 1.9605912748760923e-04 4.7819915389964108e-04
0029 1.9605575545884380e-04 4.6278737620028516e-04
0030 1.9605238484355348e-04 4.4946096219444976e-04
0031 1.9604901557884627e-04 4.3796156088773432e-04
0032 1.9604564760452225e-04 4.2805591465654104e-04
0033 1.9604228086307540e-04 4.1953540829395985e-04
0034 1.9603891529966028e-04 4.1221499948281161e-04
0035 1.9603555086195691e-04 4.0593172345100646e-04
0036 1.9603218750023822e-04 4.0054277558305079e-04
0037 1.9602882516714317e-04 3.9592405723361620e-04
0038 1.9602546381776589e-04 3.9196786494256907e-04
0039 1.9602210340928598e-04 3.8858113847361147e-04
0040 1.9601874390106743e-04 3.8568356227954259e-04
0041 1.9601538525451521e-04 3.8320595522701073e-04
0042 1.9601202743300505e-04 3.8108901841012904e-04
0043 1.9600867040152256e-04 3.7928169293103810e-04
0044 1.9600531412703427e-04 3.7774001943508570e-04
0045 1.9600195857796444e-04 3.7642631458969421e-04
0046 1.9599860372425301e-04 3.7530815937428306e-04
0047 1.9599524953741617e-04 3.7435768815371405e-04
0048 1.9599189599020677e-04 3.7355093060193552e-04
0049 1.9598854305664519e-04 3.7286725440357420e-04
0050 1.9598519071208889e-04 3.7228895180180428e-04
0051 1.9598183893283229e-04 3.7180078701625938e-04
0052 1.9597848769640415e-04 3.7138955935657198e-04
0053 1.9597513698117188e-04 3.7104403408843504e-04
0054 1.9597178676655671e-04 3.7075449006518179e-04
0055 1.9596843703285902e-04 3.7051260461547935e-04
0056 1.9596508776115746e-04 3.7031126068407769e-04
0057 1.9596173893334502e-04 3.7014435582473305e-04
0058 1.9595839053204836e-04 3.7000662752896486e-04
0059 1.9595504254056777e-04 3.6989363283898336e-04
0060 1.9595169494287002e-04 3.6980151947111511e-04
0061 1.9594834772353607e-04 3.6972704233809275e-04
0062 1.9594500086772676e-04 3.6966748894769826e-04
0063 1.9594165436122963e-04 3.6962044026679874e-04
0064 1.9593830819016677e-04 3.6958396626411000e-04
0065 1.9593496234137866e-04 3.6955634727824240e-04
0066 1.9593161680207146e-04 3.6953624794147948e-04
0067 1.9592827155978282e-04 3.6952250402666833e-04
0068 1.9592492660267121e-04 3.6951403480579023e-04
0069 1.9592158191916506e-04 3.6951000898696517e-04
0070 1.9591823749816320e-04 3.6950978337051572e-04
0071 1.9591489332878727e-04 3.6951277821802031e-04
0072 1.9591154940067624e-04 3.6951846767959589e-04
0073 1.9590820570366180e-04 3.6952645258821551e-04
0074 1.9590486222796920e-04 3.6953643467849812e-04
0075 1.9590151896413163e-04 3.6954817428456733e-04
0076 1.9589817590288114e-04 3.6956134790343563e-04
0077 1.9589483303531893e-04 3.6957581909679476e-04
0078 1.9589149035276887e-04 3.6959145718712389e-04
0079 1.9588814784682866e-04 3.6960802094878833e-04
0080 1.9588480550931047e-04 3.6962551349612588e-04
