# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 1.9238400077248839e-04 2.8984792132015430e-03
0002 1.9238040025685996e-04 2.7549015711227972e-03
0003 1.9237683114931622e-04 2.6061523024093832e-03
0004 1.9237328177181174e-04 2.4553014382000188e-03
0005 1.9236974532297710e-04 2.3049061676304774e-03
0006 1.9236621787372210e-04 2.1570458703291783e-03
0007 1.9236269717494133e-04 2.0133678433949965e-03
0008 1.9235918194900674e-04 1.8751402683591888e-03
0009 1.9235567147227718e-04 1.7433034972069220e-03
0010 1.9235216532983987e-04 1.6185198324693501e-03
0011 1.9234866327268410e-04 1.5012182934165078e-03
0012 1.9234516513687950e-04 1.3916355876240813e-03
0013 1.9234167079800003e-04 1.2898509138035566e-03
0014 1.9233818014682559e-04 1.1958167335898203e-03
0015 1.9233469307668470e-04 1.1093843801801384e-03
0016 1.9233120947822544e-04 1.0303263748871359e-03
0017 1.9232772923769286e-04 9.5835447900178465e-04
0018 1.9232425223656213e-04 8.9313458606647212e-04
0019 1.9232077835305901e-04 8.3429937986267326e-04
0020 1.9231730746311601e-04 7.8145803800029861e-04
0021 1.9231383944210001e-04 7.3420575044061593e-04
0022 1.9231037416570724e-04 6.9213020997157691e-04
0023 1.9230691151138617e-04 6.5481819952370533e-04
0024 1.9230345135885421e-04 6.2186113076458961e-04
0025 1.9229999359110267e-04 5.9285982433068157e-04
0026 1.9229653809468906e-04 5.6742928703491704e-04
0027 1.9229308476017461e-04 5.4520218046951005e-04
0028 1.9228963348224301e-04 5.2583206875124586e-04
0029 1.9228618416015477e-04 5.0899619954965290e-04
0030 1.9228273669749852e-04 4.9439680016581493e-04
0031 1.9227929100212730e-04 4.8176184215856948e-04
0032 1.9227584698632230e-04 4.7084559514386118e-04
0033 1.9227240456659884e-04 4.6142764688869445e-04
0034 1.9226896366367655e-04 4.5331214529755105e-04
0035 1.9226552420230516e-04 4.4632606509411769e-04
0036 1.9226208611063036e-04 4.4031753459148574e-04
0037 1.9225864932094603e-04 4.3515375049016456e-04
0038 1.9225521376886248e-04 4.3071909517235050e-04
0039 1.9225177939323715e-04 4.2691325011986342e-04
0040 1.9224834613604014e-04 4.2364954180553995e-04
0041 1.9224491394236338e-04 4.2085264557752247e-04
0042 1.9224148276000510e-04 4.1845773458241254e-04
0043 1.9223805253954944e-04 4.1640892700973151e-04
0044 1.9223462323385973e-04 4.1465792030215059e-04
0045 1.9223119479852731e-04 4.1316302214753904e-04
0046 1.9222776719105878e-04 4.1188830586883613e-04
0047 1.9222434037124311e-04 4.1080287095256109e-04
0048 1.9222091430077910e-04 4.0987994163852479e-04
0049 1.9221748894322977e-04 4.0909641770262787e-04
0050 1.9221406426403641e-04 4.0843236474717069e-04
0051 1.9221064023014576e-04 4.0787061636607386e-04
0052 1.9220721681018665e-04 4.0739646095860687e-04
0053 1.9220379397415712e-04 4.0699717008115259e-04
0054 1.9220037169346822e-04 4.0666170022530537e-04
0055 1.9219694994091643e-04 4.0638066110588203e-04
0056 1.9219352869046565e-04 4.0614596401142625e-04
0057 1.9219010791711981e-04 4.0595074197415771e-04
0058 1.9218668759740087e-04 4.0578890520984954e-04
0059 1.9218326770822631e-04 4.0565548461703345e-04
0060 1.9217984822800986e-04 4.0554601554495384e-04
0061 1.9217642913580489e-04 4.0545684707772172e-04
0062 1.9217301041181647e-04 4.0538487367315732e-04
0063 1.9216959203668089e-04 4.0532728701840804e-04
0064 1.9216617399219160e-04 4.0528201560199748e-04
0065 1.9216275626068635e-04 4.0524706655283748e-04
0066 1.9215933882519703e-04 4.0522083330555105e-04
0067 1.9215592166948978e-04 4.0520189234735096e-04
0068 1.9215250477801397e-04 4.0518910113852721e-04
0069 1.9214908813576271e-04 4.0518161220793789e-04
0070 1.9214567172823248e-04 4.0517852843441479e-04
0071 1.9214225554162434e-04 4.0517928515045813e-04
0072 1.9213883956240951e-04 4.0518318061976170e-04
0073 1.9213542377778504e-04 4.0518978760344392e-04
0074 1.9213200817552934e-04 4.0519878828583754e-04
0075 1.9212859274358787e-04 4.0520981936036007e-04
0076 1.9212517747037707e-04 4.0522264621249373e-04
0077 1.9212176234495717e-04 4.0523702990404037e-04
0078 1.9211834735651347e-04 4.0525281585948283e-04
0079 1.9211493249481635e-04 4.0526975415350618e-04
0080 1.9211151774991547e-04 4.0528781782933837e-04
0081 1.9210810311226102e-04 4.0530684262207370e-04
0082 1.9210468857262859e-04 4.0532670735156715e-04
0083 1.9210127412200401e-04 4.0534742602912991e-04
0084 1.9209785975182273e-04 4.0536883561010208e-04
0085 1.9209444545376922e-04 4.0539089329475093e-04
0086 1.9209103121985979e-04 4.0541354078234650e-04
0087 1.9208761704235026e-04 4.0543678290915294e-04
0088 1.9208420291378576e-04 4.0546053212382060e-04
0089 1.9208078882689691e-04 4.0548471064178696e-04
0090 1.9207737477476859e-04 4.0550928233976319e-04
0091 1.9207396075069497e-04 4.0553427106976194e-04
0092 1.9207054674825753e-04 4.0555971901257029e-04
0093 1.9206713276109661e-04 4.0558544570437686e-04
0094 1.9206371878313747e-04 4.0561144504065570e-04
0095 1.9206030480866025e-04 4.0563761149591828e-04
0096 1.9205689083207764e-04 4.0566414272225282e-04
0097 1.9205347684781181e-04 4.0569089826408540e-04
0098 1.9205006285065801e-04 4.0571778738824878e-04
0099 1.9204664883568280e-04 4.0574477753961108e-04
0100 1.9204323479791996e-04 4.0577204381936821e-04
0101 1.9203982073270624e-04 4.0579927602206771e-04
0102 1.9203640663538934e-04 4.0582666165266313e-04
0103 1.9203299250172696e-04 4.0585398605974071e-04
0104 1.9202957832749207e-04 4.0588148666237628e-04
0105 1.9202616410856954e-04 4.0590894820966282e-04
0106 1.9202274984108682e-04 4.0593632253741233e-04
0107 1.9201933552120504e-04 4.0596381637990608e-04
0108 1.9201592114538799e-04 4.0599119843028677e-04
0109 1.9201250671006313e-04 4.0601858048578966e-04
0110 1.9200909221187671e-04 4.0604593501418804e-04
0111 1.9200567764756740e-04 4.0607315367426170e-04
0112 1.9200226301399303e-04 4.0610028373218440e-04
0113 1.9199884830828996e-04 4.0612727189838829e-04
0114 1.9199543352744577e-04 4.0615419991881131e-04
0115 1.9199201866868266e-04 4.0618102668656543e-04
0116 1.9198860372927068e-04 4.0620771692523642e-04
0117 1.9198518870689946e-04 4.0623427890678504e-04
0118 1.9198177359886455e-04 4.0626065593190588e-04
0119 1.9197835840283935e-04 4.0628679236085136e-04
0120 1.9197494311663034e-04 4.0631275123912617e-04
0121 1.9197152773798028e-04 4.0633860667536339e-04
0122 1.9196811226488558e-04 4.0636431071363748e-04
0123 1.9196469669537005e-04 4.0638979260407786e-04
0124 1.9196128102742311e-04 4.0641504473781423e-04
0125 1.9195786525923867e-04 4.0644016967423131e-04
0126 1.9195444938923748e-04 4.0646504011919736e-04
0127 1.9195103341553531e-04 4.0648973376603492e-04
0128 1.9194761733668295e-04 4.0651415628835858e-04
0129 1.9194420115108753e-04 4.0653847340903589e-04
0130 1.9194078485732267e-04 4.0656251316932004e-04
0131 1.9193736845400596e-04 4.0658630814950029e-04
0132 1.9193395193980588e-04 4.0660992016511603e-04
0133 1.9193053531360222e-04 4.0663330066946024e-04
0134 1.9192711857412352e-04 4.0665644843360533e-04
0135 1.9192370172016956e-04 4.0667935877553301e-04
0136 1.9192028475078121e-04 4.0670207864891290e-04
0137 1.9191686766492673e-04 4.0672457691924872e-04
0138 1.9191345046169522e-04 4.0674677060996769e-04
0139 1.9191003314015945e-04 4.0676878515729883e-04
0140 1.9190661569951979e-04 4.0679056331091481e-04
0141 1.9190319813896836e-04 4.0681208718622655e-04
0142 1.9189978045781655e-04 4.0683341022408116e-04
0143 1.9189636265527649e-04 4.0685451318723430e-04
0144 1.9189294473081451e-04 4.0687535999948574e-04
0145 1.9188952668375248e-04 4.0689605999454792e-04
0146 1.9188610851363991e-04 4.0691651351014527e-04
0147 1.9188269021981350e-04 4.0693669321721550e-04
0148 1.9187927180203075e-04 4.0695659644115708e-04
0149 1.9187585325972515e-04 4.0697634662302572e-04
0150 1.9187243459245409e-04 4.0699584319233979e-04
0151 1.9186901580001774e-04 4.0701513711926358e-04
0152 1.9186559688200183e-04 4.0703413312051788e-04
0153 1.9186217783823708e-04 4.0705295106007084e-04
0154 1.9185875866845289e-04 4.0707152359758262e-04
0155 1.9185533937232904e-04 4.0708989069042795e-04
0156 1.9185191994985082e-04 4.0710800572115488e-04
0157 1.9184850040083787e-04 4.0712593172718503e-04
0158 1.9184508072513827e-04 4.0714369333679325e-04
0159 1.9184166092277511e-04 4.0716120786157974e-04
