# step du_rel dp_rel
# u_rtol 1.0000000000000000e-04
# p_rtol 1.0000000000000000e-03
0001 1.7064030786925101e-04 3.9943668184785021e-03
0002 1.7063350003172033e-04 3.8122219709635120e-03
0003 1.7062670944714724e-04 3.6180710740090737e-03
0004 1.7061992508567207e-04 3.4177398184758903e-03
0005 1.7061314111348772e-04 3.2158327532998887e-03
0006 1.7060635462654684e-04 3.0159410030097485e-03
0007 1.7059956433128506e-04 2.8208184176590663e-03
0008 1.7059276978467303e-04 2.6325299902699873e-03
0009 1.7058597096376922e-04 2.4525768011631585e-03
0010 1.7057916802751564e-04 2.2820006734122016e-03
0011 1.7057236118987797e-04 2.1214717016149400e-03
0012 1.7056555065634601e-04 1.9713610308498882e-03
0013 1.7055873659580469e-04 1.8318016185030913e-03
0014 1.7055191913140666e-04 1.7027381924851529e-03
0015 1.7054509834114886e-04 1.5839686651964468e-03
0016 1.7053827426309043e-04 1.4751782301379681e-03
0017 1.7053144690179419e-04 1.3759670732708792e-03
0018 1.7052461623556266e-04 1.2858731462373563e-03
0019 1.7051778222245176e-04 1.2043907524581920e-03
0020 1.7051094480569881e-04 1.1309857350799756e-03
0021 1.7050410391828192e-04 1.0651079263614331e-03
0022 1.7049725948666220e-04 1.0062014967945514e-03
0023 1.7049041143357992e-04 9.5371354912261361e-04
0024 1.7048355968046899e-04 9.0710140183468857e-04
0025 1.7047670414877265e-04 8.6583859853908143e-04
0026 1.7046984476175713e-04 8.2942007422285820e-04
0027 1.7046298144513791e-04 7.9736614896539556e-04
0028 1.7045611412766696e-04 7.6922587909171046e-04
0029 1.7044924274177848e-04 7.4457921659691834e-04
0030 1.7044236722395188e-04 7.2303829395240935e-04
0031 1.7043548751443974e-04 7.0424806475591969e-04
0032 1.7042860355774263e-04 6.8788598617039822e-04
0033 1.7042171530229613e-04 6.7366109561821049e-04
0034 1.7041482270051708e-04 6.6131252189007581e-04
0035 1.7040792570874384e-04 6.5060773077260734e-04
0036 1.7040102428674103e-04 6.4134034539728262e-04
0037 1.7039411839804162e-04 6.3332797210069762e-04
0038 1.7038720800932329e-04 6.2640993136899188e-04
0039 1.7038029309054002e-04 6.2044504166031144e-04
0040 1.7037337361447462e-04 6.1530954578283535e-04
0041 1.7036644955650287e-04 6.1089507027045414e-04
0042 1.7035952089481619e-04 6.0710689522162551e-04
0043 1.7035258760977271e-04 6.0386228678573582e-04
0044 1.7034564968403926e-04 6.0108905825413661e-04
0045 1.7033870710243283e-04 5.9872430550564825e-04
0046 1.7033175985120636e-04 5.9671316768761468e-04
0047 1.7032480791875847e-04 5.9500782099886507e-04
0048 1.7031785129483946e-04 5.9356670115625633e-04
0049 1.7031088997067432e-04 5.9235362383474233e-04
0050 1.7030392393876476e-04 5.9133717028319926e-04
0051 1.7029695319299687e-04 5.9049003227116474e-04
0052 1.7028997772806334e-04 5.8978851121987551e-04
0053 1.7028299753978722e-04 5.8921207093430919e-04
0054 1.7027601262500452e-04 5.8874301277748336e-04
0055 1.7026902298093673e-04 5.8836592249699891e-04
0056 1.7026202860592250e-04 5.8806755904231543e-04
0057 1.7025502949881199e-04 5.8783650320943864e-04
0058 1.7024802565900724e-04 5.8766292609597278e-04
0059 1.7024101708639804e-04 5.8753834972154380e-04
0060 1.7023400378140616e-04 5.8745554919676615e-04
0061 1.7022698574474944e-04 5.8740831900189671e-04
0062 1.7021996297765876e-04 5.8739136971813028e-04
0063 1.7021293548135036e-04 5.8740017305743695e-04
0064 1.7020590325759230e-04 5.8743086716452509e-04
0065 1.7019886630842757e-04 5.8748019955447866e-04
0066 1.7019182463568478e-04 5.8754538634872219e-04
0067 1.7018477824176412e-04 5.8762409075840548e-04
0068 1.7017772712904996e-04 5.8771430721527040e-04
0069 1.7017067130006226e-04 5.8781434130729469e-04
0070 1.7016361075717184e-04 5.8792281736297120e-04
0071 1.7015654550314033e-04 5.8803853792612035e-04
0072 1.7014947554058098e-04 5.8816046735510720e-04
0073 1.7014240087221005e-04 5.8828777362989837e-04
0074 1.7013532150072984e-04 5.8841977664680987e-04
0075 1.7012823742879938e-04 5.8855585237770861e-04
0076 1.7012114865903801e-04 5.8869548475227790e-04
0077 1.7011405519418474e-04 5.8883829244316989e-04
0078 1.7010695703678264e-04 5.8898387230084154e-04
0079 1.7009985418932891e-04 5.8913195640052725e-04
0080 1.7009274665441985e-04 5.8928224970563855e-04
0081 1.7008563443443833e-04 5.8943453788341804e-04
0082 1.7007851753167907e-04 5.8958861154154477e-04
0083 1.7007139594850645e-04 5.8974433472400070e-04
0084 1.7006426968715511e-04 5.8990154328359475e-04
0085 1.7005713874972134e-04 5.9006008818070200e-04
0086 1.7005000313818794e-04 5.9021990012348682e-04
0087 1.7004286285459718e-04 5.9038082329411728e-04
0088 1.7003571790077029e-04 5.9054279356237228e-04
0089 1.7002856827841699e-04 5.9070571004737492e-04
0090 1.7002141398925265e-04 5.9086950118689640e-04
0091 1.7001425503486388e-04 5.9103407137772886e-04
0092 1.7000709141677095e-04 5.9119936996146634e-04
0093 1.6999992313619937e-04 5.9136529857757483e-04
0094 1.6999275019454296e-04 5.9153183130078565e-04
0095 1.6998557259302190e-04 5.9169888861944483e-04
0096 1.6997839033258734e-04 5.9186641934266403e-04
0097 1.6997120341434764e-04 5.9203437223821786e-04
0098 1.6996401183911011e-04 5.9220269451975389e-04
0099 1.6995681560762814e-04 5.9237133563789146e-04
0100 1.6994961472073029e-04 5.9254024587156737e-04
0101 1.6994240917892695e-04 5.9270938970183956e-04
0102 1.6993519898265912e-04 5.9287872009591532e-04
0103 1.6992798413245692e-04 5.9304820528933695e-04
0104 1.6992076462857115e-04 5.9321779105815848e-04
0105 1.6991354047123574e-04 5.9338747275736127e-04
0106 1.6990631166055584e-04 5.9355717676607377e-04
0107 1.6989907819666507e-04 5.9372690259567760e-04
0108 1.6989184007943389e-04 5.9389661368814241e-04
0109 1.6988459730887058e-04 5.9406625682172922e-04
0110 1.6987734988461016e-04 5.9423583845483446e-04
0111 1.6987009780650188e-04 5.9440532955153081e-04
0112 1.6986284107404107e-04 5.9457470400080042e-04
0113 1.6985557968691566e-04 5.9474394860603932e-04
0114 1.6984831364455562e-04 5.9491302034534116e-04
0115 1.6984104294644252e-04 5.9508192419804136e-04
0116 1.6983376759178157e-04 5.9525063512680431e-04
0117 1.6982648757988335e-04 5.9541913730984896e-04
0118 1.6981920291003904e-04 5.9558741866038041e-04
0119 1.6981191358126957e-04 5.9575545966345747e-04
0120 1.6980461959267796e-04 5.9592325291606596e-04
0121 1.6979732094329658e-04 5.9609077197914518e-04
0122 1.6979001763209735e-04 5.9625803406040706e-04
0123 1.6978270965781683e-04 5.9642502060142349e-04
0124 1.6977539701947285e-04 5.9659171703994309e-04
0125 1.6976807971574444e-04 5.9675811451161132e-04
0126 1.6976075774537282e-04 5.9692421705611958e-04
0127 1.6975343110695355e-04 5.9709000065489421e-04
0128 1.6974609979918169e-04 5.9725547628535728e-04
0129 1.6973876382066791e-04 5.9742062941242147e-04
0130 1.6973142316984788e-04 5.9758544800435213e-04
0131 1.6972407784531177e-04 5.9774995299299058e-04
0132 1.6971672784537876e-04 5.9791414131067535e-04
0133 1.6970937316850688e-04 5.9807798497296368e-04
0134 1.6970201381309499e-04 5.9824149706560678e-04
0135 1.6969464977740543e-04 5.9840469036687724e-04
0136 1.6968728105979180e-04 5.9856753008021252e-04
0137 1.6967990765839549e-04 5.9873002732294600e-04
0138 1.6967252957158453e-04 5.9889219670158282e-04
0139 1.6966514679740927e-04 5.9905400737785854e-04
