# step du_rel dp_rel
# u_rtol 2.9999999999999997e-04
# p_rtol 1.0000000000000000e-03
0001 2.7894551193907523e-04 3.2953088853179880e-03
0002 2.7888110265301692e-04 2.3621371844892301e-03
0003 2.7881912252803484e-04 1.7886332453117115e-03
0004 2.7875873213900902e-04 1.4412333810373832e-03
0005 2.7869939306835064e-04 1.2331028336584860e-03
0006 2.7864075902005642e-04 1.1081144092595740e-03
0007 2.7858260746822973e-04 1.0308872293436412e-03
0008 2.7852479614066684e-04 9.7996575660019955e-04
